38,Choose the correct sentence,This is the book whose cover is torn,This is the book who cover is torn,This is the book which cover torn,This is the book that cover torn,A
39,Which relative pronoun is used in formal writing?,who,whom,that,where,B
40,Identify the relative pronoun: The man whom she called didn’t answer.,man,whom,called,answer,B
41,Relative pronouns usually come,before noun,after noun,at end,at beginning,B
42,Choose the correct sentence,I know the person who lives here,I know the person which lives here,I know the person whom lives here,I know the person where lives here,A
43,“Which” cannot be used for,things,animals,people,objects,C
44,Identify the relative pronoun: The pen that you gave me works well.,pen,that,gave,well,B
45,Relative pronouns connect,phrases,clauses,sentences only,words only,B
46,Choose the correct sentence,She is the woman whose son won,She is the woman who son won,She is the woman whom son won,She is the woman that son won,A
47,Which sentence is incorrect?,The boy who is playing is my brother,The book that I bought is new,The man which helped me is kind,The girl whose bag is lost is crying,C
48,Relative pronouns help make sentences,longer,clearer,confusing,incomplete,B
49,Identify the relative pronoun: This is the time when we act.,time,when,act,this,B
50,Relative pronouns are important for,sentence clarity,spelling,handwriting,speed writing,A
