Serial Number,Day Number,English Word,Part of Speech,Difficulty,Tamil Translation,Hindi Translation,English Example,Tamil Example,Hindi Example,Synonyms,Tamil Meaning
386,Day 68,Urbane,Adjective,Advanced,நாகரிகமான,शिष्ट (Shishṭ),The urbane host made all the guests feel welcome.,நாகரிகமான விருந்தினர் அனைத்து விருந்தினர்களையும் வரவேற்றார்.,शिष्ट मेजबान ने सभी मेहमानों का स्वागत किया।,"Suave, Sophisticated, Cultured",பண்புள்ள
389,Day 68,Venerable,Adjective,Advanced,வணக்கத்திற்குரிய,आदरणीय (Aadaraneey),The venerable old professor was known for his wisdom.,வணக்கத்திற்குரிய பழைய பேராசிரியர் அவரது ஞானத்திற்காக அறியப்பட்டார்.,आदरणीय पुराने प्रोफेसर अपनी बुद्धिमत्ता के लिए जाने जाते थे।,"Respected, Esteemed, Honored",மதிப்புமிக்க
390,Day 68,Vicissitude,Noun,Advanced,மாற்றங்கள்,उतार-चढ़ाव (Utaar-Chaḍhaav),The speaker discussed the vicissitudes of political life.,பேச்சாளர் அரசியல் வாழ்க்கையின் மாற்றங்களைப் பற்றி விவாதித்தார்.,वक्ता ने राजनीतिक जीवन के उतार-चढ़ाव पर चर्चा की।,"Change, Fluctuation, Alteration",ஏற்ற இறக்கங்கள்
391,Day 68,Vilification,Noun,Advanced,அவதூறு,बदनामी (Badnaamee),The newspaper published a long article of vilification against the CEO.,தலைமை நிர்வாக அதிகாரிக்கு எதிராக செய்தித்தாள் ஒரு நீண்ட அவதூறு கட்டுரையை வெளியிட்டது.,अखबार ने सीईओ के खिलाफ बदनामी का एक लंबा लेख प्रकाशित किया।,"Slander, Defamation, Calumny",தூற்றுதல்
392,Day 68,Tenuous,Adjective,Advanced,மெல்லிய,क्षीण (Ksheen),The evidence presented was tenuous.,வழங்கப்பட்ட ஆதாரம் மெல்லியதாக இருந்தது.,प्रस्तुत किए गए सबूत क्षीण थे।,"Weak, Flimsy, Fragile",பலவீனமான
394,Day 69,Vexation,Noun,Advanced,எரிச்சல்,झुंझलाहट (Jhunjhulaahat),She sighed in silent vexation.,அவள் அமைதியான எரிச்சலில் பெருமூச்சு விட்டாள்.,उसने खामोश झुंझलाहट में आह भरी।,"Annoyance, Irritation, Frustration",மனக்கசப்பு
396,Day 69,Amorphous,Adjective,Advanced,உருவமற்ற,निराकार (Niraakaar),"The sculpture was a large, amorphous mass.","சிற்பம் ஒரு பெரிய, உருவமற்ற திரளாக இருந்தது.","यह मूर्तिकला एक बड़ा, निराकार द्रव्यमान थी।","Shapeless, Vague, Indefinite",வடிவமற்ற
397,Day 69,Burgeon,Verb,Advanced,விரைவாக வளரு,पनपना (Panapna),The market for electric cars is burgeoning.,மின்சார கார்களுக்கான சந்தை விரைவாக வளர்ந்து வருகிறது.,इलेक्ट्रिक कारों का बाजार पनप रहा है।,"Grow, Flourish, Expand",பெருகு
402,Day 69,Fallow,Adjective,Advanced,சாகுபடி செய்யப்படாத,परती (Paratee),The farmer left the field fallow for a season.,விவசாயி வயலை ஒரு பருவத்திற்கு சாகுபடி செய்யாமல் விட்டார்.,किसान ने एक मौसम के लिए खेत को परती छोड़ दिया।,"Uncultivated, Dormant, Idle",பயனற்ற
410,Day 69,Bilk,Verb,Advanced,ஏமாற்று,धोखा देना (Dhokhaa Denaa),He bilked the taxi driver out of the fare.,அவர் டாக்ஸி டிரைவரை கட்டணத்தில் ஏமாற்றினார்.,उसने टैक्सी ड्राइवर को किराए से धोखा दिया।,"Cheat, Swindle, Defraud",மோசடி செய்
413,Day 70,Edify,Verb,Advanced,அறிவு புகட்டு,शिक्षा देना (Shikshaa Denaa),The documentary was meant to educate and edify.,ஆவணப்படம் கல்வி மற்றும் அறிவு புகட்டுவதற்காக இருந்தது.,डॉक्यूमेंट्री का उद्देश्य शिक्षित और ज्ञान देना था।,"Instruct, Enlighten, Educate",ஞானமூட்டு
416,Day 70,Intrepid,Adjective,Advanced,அஞ்சாத,निडर (Nidar),The intrepid explorer ventured into the jungle.,அஞ்சாத ஆய்வாளர் காட்டுக்குள் துணிந்து சென்றார்.,निडर खोजकर्ता ने जंगल में प्रवेश किया।,"Fearless, Bold, Courageous",வீரமான
418,Day 70,Ostensible,Adjective,Advanced,வெளிப்படையான,स्पष्ट (Spasht),The ostensible reason for the visit was to see family.,வருகைக்கான வெளிப்படையான காரணம் குடும்பத்தைப் பார்ப்பதுதான்.,यात्रा का स्पष्ट कारण परिवार से मिलना था।,"Apparent, Supposed, Professed",போலியான
419,Day 70,Solicitous,Adjective,Advanced,அக்கறை கொண்ட,चिंतित (Chintit),He was solicitous about his sister's health.,அவர் தனது சகோதரியின் ஆரோக்கியத்தில் அக்கறை கொண்டிருந்தார்.,वह अपनी बहन के स्वास्थ्य के बारे में चिंतित थे।,"Concerned, Attentive, Caring",ஆர்வமுள்ள
420,Day 70,Stoic,Adjective,Advanced,உணர்ச்சியற்ற,उदासीन (Udaaseen),The patient remained stoic despite the pain.,நோயாளி வலியிலும் உணர்ச்சியற்றவராக இருந்தார்.,दर्द के बावजूद मरीज उदासीन बना रहा।,"Emotionless, Unflappable, Impassive",சகிப்புத்தன்மையுள்ள
421,Day 71,Terse,Adjective,Advanced,சுருக்கமான,संक्षिप्त (Sankshipt),He gave a terse reply to the long question.,அவர் நீண்ட கேள்விக்கு ஒரு சுருக்கமான பதிலை அளித்தார்.,उन्होंने लंबे सवाल का संक्षिप्त जवाब दिया।,"Concise, Brief, Short",கச்சிதமான
424,Day 71,Vociferous,Adjective,Advanced,உரத்த குரலில் வெளிப்படும்,मुखर (Mukhar),The vociferous protestors filled the streets.,உரத்த குரலில் வெளிப்படும் எதிர்ப்பாளர்கள் தெருக்களை நிரப்பினர்.,मुखर प्रदर्शनकारियों ने सड़कों को भर दिया।,"Loud, Clamorous, Strident",ஆரவாரமான
425,Day 71,Waive,Verb,Advanced,கைவிடு,माफ़ करना (Maaf Karna),They decided to waive the fee for students.,அவர்கள் மாணவர்களுக்கு கட்டணத்தை கைவிட முடிவு செய்தனர்.,उन्होंने छात्रों के लिए शुल्क माफ़ करने का फैसला किया।,"Relinquish, Forgo, Renounce",உரிமையை விட்டுவிடுதல்
426,Day 71,Whet,Verb,Advanced,தூண்டு,तेज करना (Tez Karna),The smell of food whetted his appetite.,உணவின் வாசனை அவரது பசியைத் தூண்டியது.,भोजन की गंध ने उसकी भूख तेज कर दी।,"Sharpen, Stimulate, Arouse",கூர்மைப்படுத்து
430,Day 71,Coalesce,Verb,Advanced,ஒன்றிணை,विलय करना (Vilay Karna),The small groups began to coalesce into a large movement.,சிறிய குழுக்கள் ஒரு பெரிய இயக்கமாக ஒன்றிணையத் தொடங்கின.,छोटे समूह एक बड़े आंदोलन में विलय करना शुरू कर दिया।,"Merge, Unite, Combine",கூட்டாகச் சேர்
431,Day 72,Cryptic,Adjective,Advanced,மர்மமான,रहस्यमय (Rahasyamay),The note contained a cryptic message.,குறிப்பில் ஒரு மர்மமான செய்தி இருந்தது.,नोट में एक रहस्यमय संदेश था।,"Enigmatic, Mysterious, Obscure",புதிரான
436,Day 72,Foible,Noun,Advanced,பலவீனம்,कमजोरी (Kamzori),Forgetting names was his only real foible.,பெயர்களை மறந்துவிடுவது அவரது ஒரே உண்மையான பலவீனம்.,नाम भूलना ही उनकी एकमात्र वास्तविक कमजोरी थी।,"Flaw, Shortcoming, Quirk",அற்ப குறை
437,Day 72,Grandiloquent,Adjective,Advanced,ஆடம்பரமான,आडंबरपूर्ण (Aadambarpoorn),The politician's grandiloquent rhetoric was tiring.,அரசியல்வாதியின் ஆடம்பரமான பேச்சு சோர்வளித்தது.,राजनेता की आडंबरपूर्ण बयानबाजी थकाऊ थी।,"Pompous, Bombastic, Ornate",பெருமைமிகுந்த
439,Day 72,Impute,Verb,Advanced,குற்றம் சாட்டு,श्रेय देना (Shrey Dena),They tried to impute the failure to poor planning.,அவர்கள் தோல்வியை மோசமான திட்டமிடலுக்கு குற்றம் சாட்ட முயன்றனர்.,उन्होंने असफलता का श्रेय खराब योजना को देने की कोशिश की।,"Attribute, Ascribe, Charge",ஏற்றிச் சொல்
441,Day 72,Lionize,Verb,Advanced,புகழ்ந்து பேசு,सराहना करना (Saraahnaa Karna),The media continued to lionize the young athlete.,ஊடகங்கள் இளம் விளையாட்டு வீரரை புகழ்ந்து பேசிக்கொண்டே இருந்தன.,मीडिया ने युवा एथलीट की सराहना करना जारी रखा।,"Glorify, Idolize, Exalt",சிறப்புச் செய்
442,Day 73,Maelstrom,Noun,Advanced,சுழல்,भँवर (Bhanvar),The country was caught in a maelstrom of political change.,நாடு அரசியல் மாற்றத்தின் சுழலில் சிக்கியது.,देश राजनीतिक परिवर्तन के भँवर में फंस गया।,"Whirlpool, Turmoil, Tumult",பெரும் குழப்பம்
443,Day 73,Nugatory,Adjective,Advanced,அற்பமான,तुच्छ (Tuchchh),The contract provision was legally nugatory.,ஒப்பந்தத்தின் விதி சட்டப்படி அற்பமானதாக இருந்தது.,अनुबंध प्रावधान कानूनी तौर पर तुच्छ था।,"Trivial, Worthless, Insignificant",மதிப்பற்ற
444,Day 73,Onerous,Adjective,Advanced,கடினமான,बोझिल (Bojhil),The onerous task required months of work.,கடினமான பணிக்கு மாதக்கணக்கில் வேலை தேவைப்பட்டது.,बोझिल कार्य के लिए महीनों के काम की आवश्यकता थी।,"Burdensome, Arduous, Difficult",சிரமமான
451,Day 73,Spurious,Adjective,Advanced,போலியான,जाली (Jaalee),The company was exposed for selling spurious goods.,போலியான பொருட்களை விற்றதற்காக நிறுவனம் அம்பலப்படுத்தப்பட்டது.,कंपनी को जाली सामान बेचने के लिए उजागर किया गया।,"Fake, False, Counterfeit",போலி
455,Day 73,Turgid,Adjective,Advanced,வீங்கிய,फूला हुआ (Phoolaa Huaa),The turgid prose made the report difficult to read.,வீங்கிய உரை அறிக்கையைப் படிக்க கடினமாக்கியது.,फूला हुआ गद्य ने रिपोर्ट को पढ़ना मुश्किल बना दिया।,"Swollen, Inflated, Pompous",இறுக்கமான
457,Day 74,Vicarious,Adjective,Advanced,பிறர் அனுபவத்தை உணரும்,परोक्ष (Paroksh),He felt a vicarious thrill watching the extreme sport.,தீவிர விளையாட்டைப் பார்ப்பதன் மூலம் அவர் ஒரு பிறர் அனுபவத்தை உணரும் உற்சாகத்தை உணர்ந்தார்.,उन्होंने चरम खेल देखते हुए एक परोक्ष रोमांच महसूस किया।,"Indirect, Secondhand, Empathic",பதிலாளாகச் செய்யும்
458,Day 74,Welter,Noun,Advanced,குழப்பம்,गड़बड़ी (Gadabadee),The office was in a welter of papers and files.,அலுவலகம் காகிதங்கள் மற்றும் கோப்புகளின் குழப்பத்தில் இருந்தது.,कार्यालय कागजात और फाइलों की गड़बड़ी में था।,"Turmoil, Confusion, Disorder",களேபரம்
467,Day 74,Disparate,Adjective,Advanced,வேறுபட்ட,असमान (Asamaan),The two cultures had disparate values.,இரண்டு கலாச்சாரங்களுக்கும் வேறுபட்ட மதிப்புகள் இருந்தன.,दोनों संस्कृतियों में असमान मूल्य थे।,"Different, Unequal, Divergent",மாறுபட்ட
468,Day 74,Dogmatic,Adjective,Advanced,பிடிவாதமான,हठी (Hathi),His dogmatic adherence to the rules caused friction.,விதிகளுக்கு அவர் பிடிவாதமாக ஒட்டிக்கொண்டது மோதலை ஏற்படுத்தியது.,नियमों के प्रति उनका हठी पालन घर्षण का कारण बना।,"Rigid, Stubborn, Inflexible",பிடிவாத
469,Day 74,Eclectic,Adjective,Advanced,பல்வேறுபட்ட,विविध (Vividh),She has an eclectic taste in music.,அவருக்கு இசையில் பல்வேறுபட்ட ரசனை உள்ளது.,उन्हें संगीत में विविध स्वाद है।,"Diverse, Varied, Assorted",பலவகைப்பட்ட
470,Day 75,Efface,Verb,Advanced,அழித்துவிடு,मिटाना (Mitaana),They tried to efface the memory of the disaster.,பேரழிவின் நினைவை அழிக்க அவர்கள் முயன்றனர்.,उन्होंने आपदा की स्मृति को मिटाने की कोशिश की।,"Erase, Wipe out, Obliterate",அழி
471,Day 75,Equanimity,Noun,Advanced,மன அமைதி,समभाव (Samabhaav),He accepted the news with remarkable equanimity.,அவர் குறிப்பிடத்தக்க மன அமைதியுடன் செய்தியை ஏற்றுக்கொண்டார்.,उन्होंने उल्लेखनीय समभाव के साथ खबर स्वीकार की।,"Composure, Serenity, Calmness",சமநிலை
472,Day 75,Exhort,Verb,Advanced,வற்புறுத்து,आग्रह करना (Aagrah Karnaa),He exhorted the students to work harder.,அவர் மாணவர்களை கடினமாக உழைக்க வற்புறுத்தினார்.,उन्होंने छात्रों को कड़ी मेहनत करने के लिए आग्रह किया।,"Urge, Press, Encourage",தூண்டு
474,Day 75,Florid,Adjective,Advanced,அதிக அலங்காரமான,अलंकृत (Alankrit),Her florid writing style was difficult to read.,அவரது அதிக அலங்காரமான எழுத்து நடை படிக்க கடினமாக இருந்தது.,उनकी अलंकृत लेखन शैली को पढ़ना मुश्किल था।,"Ornate, Elaborate, Grandiose",சிவப்பு நிறமான
475,Day 75,Foment,Verb,Advanced,தூண்டிவிடு,भड़काना (Bhadkaana),They were accused of fomenting political unrest.,அரசியல் அமைதியின்மையை தூண்டிவிட்டதாக அவர்கள் மீது குற்றம் சாட்டப்பட்டது.,उन पर राजनीतिक अशांति भड़काने का आरोप लगाया गया।,"Incite, Instigate, Provoke",கிளறு
477,Day 76,Glib,Adjective,Advanced,அற்பமான பேச்சு,चिकनी चुपड़ी बातें (Chikanee Chupadee Baaten),The politician offered a glib explanation for his actions.,அரசியல்வாதி தனது செயல்களுக்கு அற்பமான பேச்சு விளக்கத்தை அளித்தார்.,राजनेता ने अपने कार्यों के लिए एक चिकनी चुपड़ी बातें स्पष्टीकरण दिया।,"Smooth, Fluent, Superficial",மேலோட்டமான
479,Day 76,Halcyon,Adjective,Advanced,அமைதியான,शांत (Shaant),She remembered the halcyon days of her youth.,அவள் தனது இளமைப் பருவத்தின் அமைதியான நாட்களை நினைவு கூர்ந்தாள்.,उसने अपनी जवानी के शांत दिनों को याद किया।,"Peaceful, Calm, Serene",இன்பகரமான
482,Day 76,Inveigle,Verb,Advanced,கவர்ந்திழு,फुसलाना (Phuslaana),He inveigled his way into the exclusive club.,பிரத்தியேக கிளப்பில் அவர் கவர்ந்திழுத்து சென்றார்.,उन्होंने विशेष क्लब में अपना रास्ता फुसला लिया।,"Coax, Persuade, Tempt",நயமாகப் பேசு
483,Day 76,Jejune,Adjective,Advanced,சலிப்பூட்டும்,नीरस (Neeras),The professor’s lecture was utterly jejune.,பேராசிரியரின் விரிவுரை முற்றிலும் சலிப்பூட்டும் விதமாக இருந்தது.,प्रोफेसर का व्याख्यान पूरी तरह से नीरस था।,"Dull, Boring, Immature",சப்பென்ற
484,Day 76,Jingoism,Noun,Advanced,போர்வெறி,युद्धोन्माद (Yuddhonmaad),His speech was marked by an intense jingoism.,அவரது பேச்சு ஒரு தீவிரமான போர்வெறியால் குறிக்கப்பட்டது.,उनका भाषण एक तीव्र युद्धोन्माद से चिह्नित था।,"Nationalism, Chauvinism, Patriotism",குருட்டுத் தேசப்பற்று
487,Day 77,Mendicant,Noun,Advanced,பிச்சைக்காரன்,भिक्षु (Bhikshu),The street was filled with mendicants seeking alms.,தெருவில் பிச்சைக்காரர்கள் தானம் தேடி நிரம்பியிருந்தனர்.,सड़क भिक्षुओं से भरी थी जो भीख मांग रहे थे।,"Beggar, Panhandler, Pauper",யாசகன்
488,Day 77,Mollify,Verb,Advanced,அமைதிப்படுத்து,शांत करना (Shaant Karnaa),The waiter tried to mollify the angry customer.,கோபமான வாடிக்கையாளரை அமைதிப்படுத்த பணியாளர் முயன்றார்.,वेटर ने गुस्से में ग्राहक को शांत करने की कोशिश की।,"Appease, Calm, Pacify",சாந்தப்படுத்து
490,Day 77,Nebulous,Adjective,Advanced,தெளிவற்ற,अस्पष्ट (Aspasht),The details of the plan remain nebulous.,திட்டத்தின் விவரங்கள் தெளிவற்றதாகவே உள்ளன.,योजना का विवरण अस्पष्ट बना हुआ है।,"Vague, Hazy, Indistinct",மங்கலான
495,Day 77,Perdition,Noun,Advanced,அழிவு,विनाश (Vinaash),He believed his soul was condemned to eternal perdition.,அவரது ஆத்மா நித்திய அழிவுக்கு கண்டனம் செய்யப்பட்டது என்று அவர் நம்பினார்.,उन्होंने माना कि उनकी आत्मा को शाश्वत विनाश की निंदा की गई थी।,"Damnation, Ruin, Hell",நாசம்
503,Day 77,Ratiocinate,Verb,Advanced,தர்க்கரீதியாக சிந்தி,तर्क करना (Tark Karnaa),He was asked to ratiocinate on the difficult ethical problem.,கடினமான நெறிமுறை சிக்கலைப் பற்றி தர்க்கரீதியாக சிந்திக்குமாறு அவர் கேட்கப்பட்டார்.,उनसे कठिन नैतिक समस्या पर तर्क करने के लिए कहा गया।,"Reason, Think, Analyze",பகுத்தறி
507,Day 78,Sublime,Adjective,Advanced,மிக உயர்ந்த,शानदार (Shaandaar),The view from the mountain peak was truly sublime.,மலை உச்சியில் இருந்து பார்த்த காட்சி உண்மையிலேயே மிக உயர்ந்ததாக இருந்தது.,पहाड़ की चोटी से दृश्य वास्तव में शानदार था।,"Majestic, Grand, Exalted",மகத்தான
510,Day 78,Tractable,Adjective,Advanced,கீழ்ப்படிதலுள்ள,विनम्र (Vinamr),The new employee was very tractable and followed instructions well.,புதிய ஊழியர் மிகவும் கீழ்ப்படிதலுள்ளவராக இருந்தார் மற்றும் வழிமுறைகளை நன்கு பின்பற்றினார்.,नया कर्मचारी बहुत विनम्र था और निर्देशों का अच्छी तरह से पालन करता है।,"Docile, Compliant, Manageable",இணக்கமான
515,Day 78,Acumen,Noun,Advanced,நுண்ணறிவு,अंतर्दृष्टि (Antardrishti),Business acumen is essential for success in the market.,சந்தையில் வெற்றிபெற வணிக நுண்ணறிவு அவசியம்.,बाजार में सफलता के लिए व्यावसायिक अंतर्दृष्टि आवश्यक है।,"Shrewdness, Insight, Sharpness",விவேகம்
516,Day 78,Antithesis,Noun,Advanced,நேர்மாறான,विपरीत (Vipreet),Love is the antithesis of hatred.,காதல் வெறுப்புக்கு நேர்மாறானதாகும்.,प्यार नफरत का विपरीत है।,"Opposite, Contrast, Reverse",எதிர்மறை
518,Day 78,Aspersion,Noun,Advanced,அவதூறு,कलंक (Kalank),He cast an aspersion on his opponent's integrity.,அவர் தனது எதிராளியின் நேர்மை மீது ஒரு அவதூறை வீசினார்.,उन्होंने अपने प्रतिद्वंद्वी की ईमानदारी पर कलंक लगाया।,"Slander, Defamation, Calumny",பழிசுமத்துதல்
519,Day 79,Atrophy,Verb,Advanced,வீணாக்கு,क्षीण होना (Ksheen Honaa),Muscles can atrophy quickly if not used regularly.,தசைகள் தவறாமல் பயன்படுத்தப்படாவிட்டால் விரைவாக வீணாகலாம்.,यदि मांसपेशियों का नियमित रूप से उपयोग नहीं किया जाता है तो वे क्षीण हो सकती हैं।,"Waste away, Degenerate, Decline",மெலிவு
520,Day 79,Avuncular,Adjective,Advanced,மாமா போன்ற,चाचा जैसा (Chaachaa Jaisaa),His avuncular manner made him popular with the students.,அவரது மாமா போன்ற அணுகுமுறை மாணவர்களிடையே அவரை பிரபலமாக்கியது.,उनका चाचा जैसा व्यवहार उन्हें छात्रों के बीच लोकप्रिय बनाता है।,"Kindly, Benevolent, Grandfatherly",கனிவான
521,Day 79,Boor,Noun,Advanced,முரட்டுத்தனமான நபர்,असभ्य व्यक्ति (Asabhya Vyakti),The boor interrupted the conversation rudely.,முரட்டுத்தனமான நபர் உரையாடலை முரட்டுத்தனமாக குறுக்கிட்டார்.,असभ्य व्यक्ति ने अशिष्टता से बातचीत को बाधित किया।,"Crude person, Lout, Barbarian",காட்டுமிராண்டி
524,Day 79,Cantankerous,Adjective,Advanced,முரண்பாடான,झगड़ालू (Jhagaraloo),The old man was known for his cantankerous nature.,அந்த முதியவர் தனது முரண்பாடான இயல்புக்காக அறியப்பட்டார்.,बूढ़ा व्यक्ति अपने झगड़ालू स्वभाव के लिए जाना जाता था।,"Quarrelsome, Irritable, Grumpy",சண்டை பிடிக்கும்
525,Day 79,Churlish,Adjective,Advanced,அநாகரிகமான,असभ्य (Asabhya),His churlish remarks offended everyone at the table.,அவரது அநாகரிகமான கருத்துக்கள் மேஜையில் இருந்த அனைவரையும் புண்படுத்தியது.,उनकी असभ्य टिप्पणी ने मेज पर सभी को नाराज कर दिया।,"Rude, Impolite, Ill-mannered",நாகரிகமற்ற
526,Day 80,Cogent,Adjective,Advanced,உறுதியான,ठोस (Thos),She presented a cogent argument for her proposal.,அவர் தனது முன்மொழிவுக்கு ஒரு உறுதியான வாதத்தை முன்வைத்தார்.,उन्होंने अपने प्रस्ताव के लिए एक ठोस तर्क प्रस्तुत किया।,"Convincing, Persuasive, Forceful",வலிமையான
527,Day 80,Convoluted,Adjective,Advanced,சிக்கலான,जटिल (Jatil),The plot of the movie was too convoluted to follow easily.,திரைப்படத்தின் கதை எளிதில் பின்பற்ற முடியாத அளவுக்கு சிக்கலானதாக இருந்தது.,फिल्म की कहानी आसानी से समझने के लिए बहुत जटिल थी।,"Intricate, Complex, Tangled",குழப்பமான
528,Day 80,Cupidity,Noun,Advanced,பேராசை,लालच (Laalach),The cupidity of the bankers led to the financial crisis.,வங்கியாளர்களின் பேராசை நிதி நெருக்கடிக்கு வழிவகுத்தது.,बैंकरों के लालच ने वित्तीय संकट को जन्म दिया।,"Greed, Avarice, Rapacity",ஆசை
530,Day 80,Diaphanous,Adjective,Advanced,மெல்லிய,पारदर्शी (Paardarshī),She wore a diaphanous veil over her face.,அவள் தனது முகத்தில் ஒரு மெல்லிய முக்காடு அணிந்திருந்தாள்.,उसने अपने चेहरे पर एक पारदर्शी घूंघट पहना था।,"Sheer, Transparent, Gauzy",நுட்பமான
531,Day 80,Diffident,Adjective,Advanced,தயக்கமுள்ள,संकोची (Sankochee),The diffident student rarely spoke up in class.,தயக்கமுள்ள மாணவர் வகுப்பில் அரிதாகவே பேசினார்.,संकोची छात्र कक्षा में शायद ही कभी बोलता था।,"Shy, Modest, Reserved",கூச்சமுள்ள
535,Day 81,Egregious,Adjective,Advanced,மிக மோசமான,घोर (Ghor),It was an egregious error that cost the company millions.,இது நிறுவனத்திற்கு மில்லியன் கணக்கான செலவை ஏற்படுத்திய ஒரு மிக மோசமான தவறு.,यह एक घोर गलती थी जिसने कंपनी को लाखों का नुकसान पहुंचाया।,"Flagrant, Shocking, Appalling",அப்பட்டமான
538,Day 81,Engender,Verb,Advanced,தோற்றுவி,उत्पन्न करना (Utpann Karnaa),His speech was intended to engender hope among the public.,அவரது பேச்சு பொதுமக்களிடையே நம்பிக்கையை தோற்றுவிக்கும் நோக்கம் கொண்டது.,उनका भाषण जनता के बीच आशा उत्पन्न करना चाहता था।,"Create, Produce, Generate",உருவாக்கு
542,Day 81,Euphemism,Noun,Advanced,மங்கல வழக்கு,शिष्टोक्ति (Shishtokti),"""Pass away"" is a common euphemism for ""die"".","""இறந்துவிடு"" என்பது ""சாக"" என்பதற்கான பொதுவான மங்கல வழக்கு ஆகும்.","""गुजर जाना"" ""मरना"" के लिए एक सामान्य शिष्टोक्ति है।","Substitute, Delicacy, Softening",இனிமையான சொல்
544,Day 81,Extant,Adjective,Advanced,இன்னும் இருக்கும்,विद्यमान (Vidyamaan),The oldest extant manuscript dates back to the 13th century.,இன்னும் இருக்கும் மிகப் பழமையான கையெழுத்துப் பிரதி 13 ஆம் நூற்றாண்டைச் சேர்ந்தது.,सबसे पुरानी विद्यमान पांडुलिपि 13 वीं शताब्दी की है।,"Existing, Surviving, Current",மிச்சமுள்ள
545,Day 81,Fallacy,Noun,Advanced,தவறான கருத்து,भ्रांति (Bhraanti),The belief that the earth is flat is a common fallacy.,பூமி தட்டையானது என்ற நம்பிக்கை ஒரு பொதுவான தவறான கருத்து.,"यह विश्वास कि पृथ्वी सपाट है, एक सामान्य भ्रांति है।","Misconception, Error, Delusion",பொய்த் தோற்றம்
550,Day 82,Felicitous,Adjective,Advanced,பொருத்தமான,उपयुक्त (Upayukt),The speaker chose a felicitous phrase to end her presentation.,தனது விளக்கக்காட்சியை முடிக்க பேச்சாளர் ஒரு பொருத்தமான சொற்றொடரைத் தேர்ந்தெடுத்தார்.,वक्ता ने अपनी प्रस्तुति को समाप्त करने के लिए एक उपयुक्त वाक्यांश चुना।,"Appropriate, Well-chosen, Apt",இனிமையான
552,Day 82,Flout,Verb,Advanced,அவமதி,उल्लंघन करना (Ullanghan Karnaa),He decided to flout the strict rules of the organization.,அமைப்பின் கடுமையான விதிகளை அவமதி செய்ய அவர் முடிவு செய்தார்.,उन्होंने संगठन के सख्त नियमों का उल्लंघन करने का फैसला किया।,"Defy, Disregard, Scoff at",அலட்சியப்படுத்து
553,Day 82,Forebode,Verb,Advanced,முன்னறிவி,अशुभ संकेत देना (Ashubh Sanket Denaa),The dark clouds seemed to forebode a heavy storm.,கருமேகங்கள் ஒரு பலத்த புயலை முன்னறிவிப்பதாகத் தோன்றியது.,काले बादल एक भारी तूफान का अशुभ संकेत देते थे।,"Predict, Portend, Augur",தீங்கைக் குறி
559,Day 82,Guileless,Adjective,Advanced,கபடமற்ற,निष्कपट (Nishkapat),The child's guileless expression betrayed his innocence.,குழந்தையின் கபடமற்ற வெளிப்பாடு அவரது அப்பாவித்தனத்தைக் காட்டிக்கொடுத்தது.,बच्चे की निष्कपट अभिव्यक्ति ने उसकी मासूमियत को धोखा दिया।,"Innocent, Naive, Artless",எளிமையான
565,Day 82,Imperturbable,Adjective,Advanced,அசைக்க முடியாத,अविचलित (Avichalit),She remained imperturbable despite the sudden crisis.,திடீர் நெருக்கடி இருந்தபோதிலும் அவள் அசைக்க முடியாதவராக இருந்தாள்.,अचानक संकट के बावजूद वह अविचलित रहीं।,"Unflappable, Composed, Serene",அமைதியான
566,Day 83,Impetuous,Adjective,Advanced,மனக்கிளர்ச்சி கொண்ட,उतावला (Utaavalaa),His impetuous decision to quit his job surprised everyone.,தனது வேலையை விட்டு வெளியேற அவரது மனக்கிளர்ச்சி கொண்ட முடிவு அனைவரையும் ஆச்சரியப்படுத்தியது.,नौकरी छोड़ने का उनका उतावला फैसला सभी को चौंका दिया।,"Impulsive, Rash, Hasty",அவசரமான
568,Day 83,Incongruous,Adjective,Advanced,பொருந்தாத,असंगत (Asangat),The modern art looked incongruous in the ancient palace.,பண்டைய அரண்மனையில் நவீன கலை பொருந்தாததாக தோன்றியது.,प्राचीन महल में आधुनिक कला असंगत लग रही थी।,"Inappropriate, Discordant, Odd",முரண்பாடான
571,Day 83,Intractable,Adjective,Advanced,பிடிவாதமான,ज़िद्दी (Ziddee),The intractable problem required a completely new approach.,பிடிவாதமான பிரச்சனைக்கு முற்றிலும் புதிய அணுகுமுறை தேவைப்பட்டது.,ज़िद्दी समस्या के लिए पूरी तरह से नए दृष्टिकोण की आवश्यकता थी।,"Stubborn, Unruly, Difficult",அடங்காத
574,Day 83,Largess,Noun,Advanced,பெருங்கொடை,उदारता (Udaartaa),The foundation is known for its acts of largess.,இந்த அறக்கட்டளை அதன் பெருங்கொடை செயல்களுக்கு பெயர் பெற்றது.,फाउंडेशन अपनी उदारता के कार्यों के लिए जाना जाता है।,"Generosity, Bounty, Donation",கொடை
577,Day 83,Minutiae,Noun,Advanced,நுணுக்கமான விவரம்,तुच्छ विवरण (Tuchchh Vivaran),The accountant paid close attention to the minutiae of the tax forms.,கணக்காளர் வரிப் படிவங்களின் நுணுக்கமான விவரங்களுக்கு அதிக கவனம் செலுத்தினார்.,अकाउंटेंट ने टैक्स फॉर्म के तुच्छ विवरण पर पूरा ध्यान दिया।,"Details, Trivialities, Specifics",சிறிய விபரங்கள்
