Serial Number,Day Number,English Word,Part of Speech,Difficulty,Tamil Translation,Hindi Translation,English Example,Tamil Example,Hindi Example,Synonyms,Tamil Meaning
442,Day 89,Vindicate,Verb,Intermediate,நிருபி,न्यायोचित ठहराना (Nyayochit Thahrana),The new evidence will vindicate him.,புதிய ஆதாரங்கள் அவரை நிருபிக்கும் (குற்றமற்றவர் என).,नए सबूत उसे न्यायोचित ठहराएंगे।,"Justify, Clear, Absolve",நியாயப்படுத்து
443,Day 89,Zealous,Adjective,Intermediate,தீவிர ஆர்வமுள்ள,उत्साही (Utsahi),He is a zealous supporter of the local football team.,அவர் உள்ளூர் கால்பந்து அணியின் தீவிர ஆர்வமுள்ள ஆதரவாளர்.,वह स्थानीय फुटबॉल टीम के उत्साही समर्थक हैं।,"Enthusiastic, Passionate, Eager",ஊக்கமுள்ள
444,Day 89,Abhor,Verb,Intermediate,வெறு,घृणा करना (Ghrina Karna),I abhor any form of cruelty to animals.,விலங்குகளுக்கு இழைக்கப்படும் எந்தவொரு கொடுமையையும் நான் வெறுக்கிறேன்.,मैं जानवरों के प्रति किसी भी प्रकार की क्रूरता से घृणा करता हूँ।,"Detest, Loathe, Hate",அருவருப்பு கொள்
445,Day 89,Adversity,Noun,Intermediate,வறுமை / துன்பம்,विपत्ति (Vipatti),He showed great courage in the face of adversity.,துன்பமான காலங்களில் அவர் மிகுந்த தைரியத்தைக் காட்டினார்.,उन्होंने विपत्ति के समय बहुत साहस दिखाया।,"Hardship, Misfortune, Distress",துரதிர்ஷ்டம்
446,Day 90,Affable,Adjective,Intermediate,பழக இனிமையான,मिलनसार (Milansaar),The new manager is very affable and easy to talk to.,புதிய மேலாளர் பழகுவதற்கு மிகவும் இனிமையானவர்.,नए मैनेजर बहुत मिलनसार हैं और उनसे बात करना आसान है।,"Friendly, Amiable, Genial",இனிய பண்புள்ள
447,Day 90,Ambivalent,Adjective,Intermediate,இருமனதான,अनिश्चित (Anishchit),I am ambivalent about moving to a new city.,புதிய நகரத்திற்கு மாறுவது குறித்து நான் இருமனதாக இருக்கிறேன்.,मैं नए शहर में जाने को लेकर अनिश्चित हूँ।,"Undecided, Equivocal, Hesitant",நிலையற்ற மனநிலை
448,Day 90,Amiable,Adjective,Intermediate,அன்பான,स्नेहशील (Snehasheel),She had an amiable personality that attracted everyone.,அவளிடம் அனைவரையும் ஈர்க்கும் அன்பான ஆளுமை இருந்தது.,उनका व्यक्तित्व स्नेहशील था जिसने सभी को आकर्षित किया।,"Friendly, Sociable, Cordial",பிரியமான
449,Day 90,Animosity,Noun,Intermediate,பகைமை,बैर (Bair),There is no animosity between the two former friends.,அந்த முன்னாள் நண்பர்களுக்கு இடையே எந்தப் பகைமையும் இல்லை.,उन दो पूर्व दोस्तों के बीच कोई बैर नहीं है।,"Hostility, Hatred, Enmity",விரோதம்
450,Day 90,Archaic,Adjective,Intermediate,பழமையான,प्राचीन (Prachin),The museum displays archaic tools from the Stone Age.,அருங்காட்சியகம் கற்காலத்தின் பழமையான கருவிகளைக் காட்சிப்படுத்துகிறது.,संग्रहालय पाषाण युग के प्राचीन औजारों को प्रदर्शित करता है।,"Ancient, Old-fashioned, Obsolete",பழங்காலத்து
451,Day 91,Brazen,Adjective,Intermediate,வெட்கமற்ற,बेशरम (Besharam),He told a brazen lie even when caught.,பிடிபட்ட போதும் அவர் ஒரு வெட்கமற்ற பொய்யைச் சொன்னார்.,पकड़े जाने पर भी उसने बेशरम झूठ बोला।,"Bold, Shameless, Insolent",துணிச்சலான (தவறான வழியில்)
452,Day 91,Cajole,Verb,Intermediate,நயவஞ்சகமாகப் பேசு,फुसलाना (Phuslana),He tried to cajole his friend into lending him money.,அவன் தனது நண்பனிடம் நயமாகப் பேசி பணம் வாங்க முயன்றான்.,उसने अपने दोस्त को पैसे उधार देने के लिए फुसलाने की कोशिश की।,"Persuade, Coax, Wheedle",கெஞ்சி வேண்டி
453,Day 91,Castigate,Verb,Intermediate,கடுமையாக தண்டி,आलोचना करना (Alochna Karna),The judge castigated the lawyer for his behavior.,வழக்கறிஞரின் நடத்தைக்காக நீதிபதி அவரை கடுமையாகத் தண்டித்தார்.,जज ने वकील के व्यवहार के लिए उसकी कड़ी आलोचना की।,"Scold, Reprimand, Chastise",கண்டி
454,Day 91,Coherent,Adjective,Intermediate,தெளிவான,सुसंगत (Susangat),He was too excited to give a coherent account of the event.,நிகழ்வைப் பற்றித் தெளிவான விவரத்தை அளிக்க அவர் மிகுந்த உற்சாகத்தில் இருந்தார்.,वह घटना का सुसंगत विवरण देने के लिए बहुत उत्साहित था।,"Clear, Logical, Rational",இயைபுள்ள
455,Day 91,Complacent,Adjective,Intermediate,மனநிறைவு கொண்ட,आत्मसंतुष्ट (Atmasantusht),Don't become complacent despite your recent success.,சமீபத்திய வெற்றி இருந்தபோதிலும் மிதமிஞ்சிய மனநிறைவு கொள்ளாதீர்கள்.,अपनी हालिया सफलता के बावजूद आत्मसंतुष्ट न हों।,"Satisfied, Smug, Uncritical",சுயதிருப்தியுள்ள
456,Day 92,Conciliatory,Adjective,Intermediate,சமாதானப்படுத்தும்,मैत्रीपूर्ण (Maitripoorn),He made a conciliatory gesture to end the argument.,விவாதத்தை முடிக்க அவர் ஒரு சமாதானப்படுத்தும் சைகையைச் செய்தார்.,उन्होंने बहस खत्म करने के लिए मैत्रीपूर्ण संकेत दिया।,"Appeasing, Peacemaking, Soothing",இணக்கமான
457,Day 92,Conspicuous,Adjective,Intermediate,கண்ணில் படக்கூடிய,प्रत्यक्ष (Pratyaksh),The red car was conspicuous in the parking lot.,வாகன நிறுத்துமிடத்தில் அந்தச் சிவப்பு கார் எளிதில் கண்ணில் படக்கூடியதாக இருந்தது.,पार्किंग में लाल कार प्रत्यक्ष रूप से दिखाई दे रही थी।,"Visible, Noticable, Obvious",எடுப்பான
458,Day 92,Cordial,Adjective,Intermediate,இதமான / அன்பான,सौहार्दपूर्ण (Sauhardpoorn),We received a cordial welcome at the hotel.,விடுதியில் எங்களுக்கு இதமான வரவேற்பு கிடைத்தது.,होटल में हमारा सौहार्दपूर्ण स्वागत हुआ।,"Friendly, Warm, Gracious",கனிவான
459,Day 92,Criterion,Noun,Intermediate,அளவுகோல்,मापदंड (Maapdand),Experience is the main criterion for this job.,இந்த வேலைக்கான முக்கிய அளவுகோல் அனுபவம் ஆகும்.,इस नौकरी के लिए अनुभव मुख्य मापदंड है।,"Standard, Measure, Benchmark",தகுதித்தரம்
460,Day 92,Culpable,Adjective,Intermediate,குற்றத்திற்குரிய,अपराधी (Apradhi),He was held culpable for the accident.,விபத்திற்கு அவர் குற்றவாளியாகக் கருதப்பட்டார்.,उसे दुर्घटना के लिए अपराधी माना गया।,"Guilty, Blameworthy, At fault",தண்டனைக்குரிய
461,Day 93,Deterrent,Noun,Intermediate,தடுப்பு,निवारक (Nivarak),CCTV cameras act as a deterrent to crime.,சிசிடிவி கேமராக்கள் குற்றங்களுக்கு ஒரு தடுப்பாகச் செயல்படுகின்றன.,सीसीटीवी कैमरे अपराध के लिए निवारक के रूप में कार्य करते हैं।,"Hindrance, Obstacle, Barrier",தடை
462,Day 93,Discretion,Noun,Intermediate,விவேகம் / விருப்பம்,विवेक (Vivek),You may use your discretion in this matter.,இந்த விஷயத்தில் நீங்கள் உங்கள் விவேகத்தைப் பயன்படுத்தலாம்.,आप इस मामले में अपने विवेक का उपयोग कर सकते हैं।,"Choice, Judgment, Prudence",தன்விருப்பம்
463,Day 93,Dissent,Noun,Intermediate,கருத்து வேறுபாடு,असहमति (Asahmati),There was strong dissent among the board members.,வாரிய உறுப்பினர்களிடையே வலுவான கருத்து வேறுபாடு இருந்தது.,बोर्ड के सदस्यों के बीच कड़ी असहमति थी।,"Disagreement, Opposition",மாறுபட்ட கருத்து
464,Day 93,Docile,Adjective,Intermediate,சாந்தமான,विनम्र (Vinamra),The horse was very docile and easy to ride.,குதிரை மிகவும் சாந்தமாக இருந்ததால் சவாரி செய்ய எளிதாக இருந்தது.,घोड़ा बहुत विनम्र था और सवारी करने में आसान था।,"Compliant, Obedient, Gentle",அடக்கமான
465,Day 93,Dogmatic,Adjective,Intermediate,பிடிவாதமான கருத்து,हठधर्मी (Hathdharmi),He is very dogmatic about his political beliefs.,அவர் தனது அரசியல் நம்பிக்கைகளில் மிகவும் பிடிவாதமாக இருக்கிறார்.,वह अपने राजनीतिक विश्वासों के बारे में बहुत हठधर्मी है।,"Opinionated, Rigid, Inflexible",கொள்கைப்பிடிப்புள்ள
466,Day 94,Empathy,Noun,Intermediate,பிறர் உணர்வை அறிதல்,सहानुभूति (Sahanubhuti),Nurses must show empathy toward their patients.,செவிலியர்கள் தங்கள் நோயாளிகளின் உணர்வுகளை அறிந்து செயல்பட வேண்டும்.,नर्सों को अपने मरीजों के प्रति सहानुभूति दिखानी चाहिए।,"Compassion, Understanding",ஒருமைப்பாடு
467,Day 94,Exemplary,Adjective,Intermediate,முன்மாதிரியான,अनुकरणीय (Anukarniya),His conduct in school was exemplary.,பள்ளியில் அவரது நடத்தை முன்மாதிரியாக இருந்தது.,स्कूल में उनका आचरण अनुकरणीय था।,"Perfect, Ideal, Model",போற்றத்தக்க
468,Day 94,Exonerate,Verb,Intermediate,குற்றச்சாட்டிலிருந்து விடுவி,दोषमुक्त करना (Doshmukt Karna),The court will exonerate him if the evidence is true.,ஆதாரம் உண்மையாக இருந்தால் நீதிமன்றம் அவரை விடுவிக்கும்.,यदि सबूत सच हैं तो अदालत उसे दोषमुक्त कर देगी।,"Acquit, Clear, Absolve",குற்றமற்றவர் என நிரூபி
469,Day 94,Expedite,Verb,Intermediate,விரைவுபடுத்து,शीघ्र (Sheeghra),We need to expedite the delivery process.,விநியோகச் செயல்பாட்டை நாம் விரைவுபடுத்த வேண்டும்.,हमें वितरण प्रक्रिया में शीघ्रता लाने की आवश्यकता है।,"Hurry, Speed up, Accelerate",முடுக்கிவிடு
470,Day 94,Fallacious,Adjective,Intermediate,தவறான,भ्रामक (Bhramak),His argument is based on fallacious reasoning.,அவரது வாதம் தவறான காரணங்களின் அடிப்படையில் அமைந்துள்ளது.,उनका तर्क भ्रामक तर्क पर आधारित है।,"False, Erroneous, Untrue",போலித்தனமான
471,Day 95,Fathom,Verb,Intermediate,புரிந்துகொள்,समझना (Samajhna),I cannot fathom why she decided to quit.,அவள் ஏன் வெளியேற முடிவு செய்தாள் என்று என்னால் புரிந்துகொள்ள முடியவில்லை.,मैं समझ नहीं पा रहा हूँ कि उसने छोड़ने का फैसला क्यों किया।,"Understand, Grasp, Comprehend",ஊகித்து அறி
472,Day 95,Frugal,Adjective,Intermediate,சிக்கனமான,किफायती (Kifayati),She leads a frugal life to save money.,பணத்தைச் சேமிக்க அவள் சிக்கனமான வாழ்க்கையை வாழ்கிறாள்.,वह पैसे बचाने के लिए किफायती जीवन जीती है।,"Thrifty, Economical, Sparing",சிக்கனமுள்ள
473,Day 95,Futile,Adjective,Intermediate,பயனற்ற,व्यर्थ (Vyarth),All attempts to revive the business were futile.,தொழிலை மீட்டெடுக்க எடுத்த அனைத்து முயற்சிகளும் பயனற்றவை.,व्यवसाय को पुनर्जीवित करने के सभी प्रयास व्यर्थ रहे।,"Useless, Vain, Pointless",வீணான
474,Day 95,Gullible,Adjective,Intermediate,ஏமாறக்கூடிய,भोला (Bhola),He is so gullible that he believes everything he reads.,அவர் எதையும் நம்பும் அளவுக்கு ஏமாறக்கூடியவராக இருக்கிறார்.,वह इतना भोला है कि वह जो कुछ भी पढ़ता है उस पर विश्वास कर लेता है।,"Trusting, Naive, Innocent",எளிதில் ஏமாறும்
475,Day 95,Heralded,Verb,Intermediate,அறிவிக்கப்பட்டது,घोषित (Ghoshit),The discovery was heralded as a major breakthrough.,இந்த கண்டுபிடிப்பு ஒரு பெரிய திருப்புமுனையாக அறிவிக்கப்பட்டது.,इस खोज को एक बड़ी सफलता के रूप में घोषित किया गया था।,"Announced, Proclaimed",முன்னறிவித்தல்
476,Day 96,Hyperbole,Noun,Intermediate,மிகைப்படுத்தப்பட்ட பேச்சு,अतिशयोक्ति (Atishayokti),Calling it the best movie ever is a bit of hyperbole.,இதை எக்காலத்திலும் சிறந்த படம் என்று சொல்வது சற்று மிகைப்படுத்தப்பட்ட பேச்சு.,इसे अब तक की सबसे अच्छी फिल्म कहना थोड़ा अतिशयोक्ति है।,"Exaggeration, Overstatement",மிகைப்படுத்திக் கூறல்
477,Day 96,Immaculate,Adjective,Intermediate,கறையற்ற,निर्मल (Nirmal),Her house is always kept in immaculate condition.,அவளுடைய வீடு எப்போதும் கறையற்ற நிலையில் வைக்கப்பட்டுள்ளது.,उसका घर हमेशा निर्मल स्थिति में रखा जाता है।,"Spotless, Pristine, Pure",தூய்மையான
478,Day 96,Immutable,Adjective,Intermediate,மாற்ற முடியாத,अपरिवर्तनीय (Apari-vartaniya),The laws of physics are immutable.,இயற்பியல் விதிகள் மாற்ற முடியாதவை.,भौतिकी के नियम अपरिवर्तनीय हैं।,"Unchangeable, Fixed, Rigid",மாறாத
479,Day 96,Impartial,Adjective,Intermediate,பாரபட்சமற்ற,निष्पक्ष (Nishpaksh),A judge must remain impartial during a trial.,ஒரு நீதிபதி விசாரணையின் போது பாரபட்சமற்றவராக இருக்க வேண்டும்.,एक न्यायाधीश को सुनवाई के दौरान निष्पक्ष रहना चाहिए।,"Unbiased, Neutral, Fair",நடுநிலையான
480,Day 96,Impasse,Noun,Intermediate,முட்டுக்கட்டை,गतिरोध (Gatirodh),Negotiations reached an impasse over salary issues.,ஊதியப் பிரச்சினைகள் காரணமாக பேச்சுவார்த்தையில் முட்டுக்கட்டை ஏற்பட்டது.,वेतन के मुद्दों पर बातचीत गतिरोध पर पहुँच गई।,"Deadlock, Stalemate, Standstill",முட்டுக்கட்டை
481,Day 97,Impediment,Noun,Intermediate,தடையூறு,बाधा (Baadha),Lack of funding is the main impediment to progress.,நிதியின்மையே முன்னேற்றத்திற்கு முக்கிய தடையூறாகும்.,धन की कमी प्रगति में मुख्य बाधा है।,"Obstacle, Barrier, Hurdle",இடைஞ்சல்
482,Day 97,Imperative,Adjective,Intermediate,அவசியமான,अनिवार्य (Anivarya),It is imperative that you finish this by tomorrow.,இதை நாளைக்குள் முடிப்பது அவசியமானது.,यह अनिवार्य है कि आप इसे कल तक पूरा कर लें।,"Crucial, Essential, Vital",மிக முக்கியமான
483,Day 97,Imperious,Adjective,Intermediate,அதிகாரத் தோரணையுள்ள,दबंग (Dabang),She spoke in an imperious tone to her staff.,அவள் தனது ஊழியர்களிடம் அதிகாரத் தோரணையுடன் பேசினாள்.,उसने अपने कर्मचारियों से दबंग लहजे में बात की।,"Overbearing, Domineering",கர்வமுள்ள
484,Day 97,Imperturbable,Adjective,Intermediate,கலக்கமடையாத,शांत (Shaant),He remained imperturbable even in a crisis.,ஒரு நெருக்கடியிலும் அவர் கலக்கமடையாமல் இருந்தார்.,संकट में भी वह शांत रहे।,"Calm, Composed, Serene",அமைதியான
485,Day 97,Impervious,Adjective,Intermediate,ஊடுருவ முடியாத,अभेद्य (Abhedya),This coat is impervious to rain.,இந்த கோட் மழை நீரை ஊடுருவ விடாது.,यह कोट बारिश के लिए अभेद्य है।,"Impenetrable, Resistant",பாதிக்கப்படாத
486,Day 98,Implicit,Adjective,Intermediate,மறைமுகமான,अंतर्निहित (Antarnihit),There was an implicit agreement between them.,அவர்களுக்குள் ஒரு மறைமுகமான உடன்பாடு இருந்தது.,उनके बीच एक अंतर्निहित समझौता था।,"Implied, Suggested",உள்ளுறைந்த
487,Day 98,Implore,Verb,Intermediate,கெஞ்சி வேண்டு,विनती करना (Vinti Karna),I implore you to change your mind.,உங்கள் எண்ணத்தை மாற்றிக்கொள்ளுமாறு நான் உங்களைக் கெஞ்சி வேண்டுகிறேன்.,मैं आपसे अपना विचार बदलने की विनती करता हूँ।,"Beseech, Beg, Entreat",மன்றாடு
488,Day 98,Imposing,Adjective,Intermediate,கம்பீரமான,भव्य (Bhavya),The palace had an imposing entrance.,அரண்மனை ஒரு கம்பீரமான நுழைவாயிலைக் கொண்டிருந்தது.,महल का प्रवेश द्वार भव्य था।,"Impressive, Grand, Striking",கவர்ச்சிகரமான
489,Day 98,Impudence,Noun,Intermediate,துடுக்குத்தனம்,गुस्ताखी (Gustakhi),The teacher was shocked by the student's impudence.,மாணவனின் துடுக்குத்தனத்தைக் கண்டு ஆசிரியர் அதிர்ச்சியடைந்தார்.,छात्र की गुस्ताखी देखकर शिक्षक दंग रह गए।,"Audacity, Insolence, Nerve",திமிர்
490,Day 98,Inane,Adjective,Intermediate,முட்டாள்தனமான,मूर्खतापूर्ण (Moorkhtapoorna),He kept making inane remarks during the meeting.,கூட்டத்தின் போது அவர் முட்டாள்தனமான கருத்துக்களைக் கூறிக்கொண்டே இருந்தார்.,वह बैठक के दौरान मूर्खतापूर्ण टिप्पणी करता रहा।,"Silly, Foolish, Stupid",பொருளற்ற
491,Day 99,Inaugurate,Verb,Intermediate,தொடங்கி வை,उद्घाटन करना (Udghatan Karna),The mayor will inaugurate the new park today.,மேயர் இன்று புதிய பூங்காவைத் தொடங்கி வைப்பார்.,मेयर आज नए पार्क का उद्घाटन करेंगे।,"Initiate, Launch, Start",துவக்கி வை
492,Day 99,Incessant,Adjective,Intermediate,இடைவிடாத,निरंतर (Nirantar),The incessant noise made it hard to sleep.,இடைவிடாத சத்தம் தூங்குவதைக் கடினமாக்கியது.,निरंतर शोर ने सोना मुश्किल कर दिया।,"Constant, Continuous",ஓயாத
493,Day 99,Incisive,Adjective,Intermediate,கூர்மையான,तीक्ष्ण (Teekshna),She is known for her incisive analysis of the news.,செய்திகளைப் பற்றிய கூர்மையான பகுப்பாய்விற்கு அவள் பெயர் பெற்றவள்.,वह समाचारों के तीक्ष्ण विश्लेषण के लिए जानी जाती हैं।,"Sharp, Penetrating, Keen",தெளிவான
494,Day 99,Incognito,Adjective,Intermediate,மாறுவேடத்தில்,गुप्त रूप से (Gupt Roop Se),The celebrity traveled incognito to avoid fans.,பிரபலங்கள் ரசிகர்களைத் தவிர்க்க மாறுவேடத்தில் பயணம் செய்தனர்.,सेलिब्रिटी ने प्रशंसकों से बचने के लिए गुप्त रूप से यात्रा की।,"Disguised, Anonymous",அடையாளம் காட்டாத
495,Day 99,Incongruous,Adjective,Intermediate,பொருத்தமற்ற,बेमेल (Bemel),The modern sofa looked incongruous in the old room.,பழைய அறையில் நவீன சோபா பொருத்தமற்றதாகத் தெரிந்தது.,पुराने कमरे में आधुनिक सोफा बेमेल लग रहा था।,"Out of place, Inconsistent",முரணான
496,Day 100,Indigenous,Adjective,Intermediate,உள்நாட்டைச் சேர்ந்த,स्वदेशी (Swadeshi),The potato is indigenous to South America.,உருளைக்கிழங்கு தென் அமெரிக்காவைச் சேர்ந்தது.,आलू दक्षिण अमेरिका का स्वदेशी है।,"Native, Local, Original",சுதேச
497,Day 100,Indigent,Adjective,Intermediate,ஏழ்மையான,दरिद्र (Daridra),The charity helps indigent families in the area.,இந்த அறக்கட்டளை அப்பகுதியில் உள்ள ஏழ்மையான குடும்பங்களுக்கு உதவுகிறது.,चैरिटी क्षेत्र के दरिद्र परिवारों की मदद करती है।,"Poor, Needy, Impoverished",ஏழை
498,Day 100,Indolent,Adjective,Intermediate,சோம்பேறியான,आलसी (Aalsi),The indolent student failed to finish his project.,சோம்பேறியான மாணவன் தனது திட்டத்தை முடிக்கத் தவறினான்.,आलसी छात्र अपना प्रोजेक्ट पूरा करने में विफल रहा।,"Lazy, Idle, Slothful",மந்தமான
499,Day 100,Indomitable,Adjective,Intermediate,அடக்க முடியாத,अदम्य (Adamya),She has an indomitable spirit even in failure.,தோல்வியிலும் அவளுக்கு அடக்க முடியாத மன உறுதி உள்ளது.,असफलता में भी उनमें अदम्य साहस है।,"Unconquerable, Strong",வெல்ல முடியாத
500,Day 100,Ineffable,Adjective,Intermediate,விவரிக்க முடியாத,अकथनीय (Akathaniya),The beauty of the sunset was ineffable.,சூரிய அஸ்தமனத்தின் அழகு விவரிக்க முடியாததாக இருந்தது.,सूर्यास्त की सुंदरता अकथनीय थी।,"Unutterable, Indescribable",சொல்லொணா
501,Day 101,Inert,Adjective,Intermediate,செயலற்ற,जड़ (Jad),He lay inert on the bed after the long journey.,நீண்ட பயணத்திற்குப் பிறகு அவர் படுக்கையில் செயலற்றுக் கிடந்தார்.,लंबी यात्रा के बाद वह बिस्तर पर जड़ पड़ा रहा।,"Inactive, Motionless, Still",இயக்கமற்ற
502,Day 101,Inevitable,Adjective,Intermediate,தவிர்க்க முடியாத,अनिवार्य (Anivarya),Change is inevitable in life.,வாழ்க்கையில் மாற்றம் என்பது தவிர்க்க முடியாதது.,जीवन में परिवर्तन अनिवार्य है।,"Unavoidable, Certain",நிச்சயம் நிகழும்
503,Day 101,Inference,Noun,Intermediate,அனுமானம்,निष्कर्ष (Nishkarsh),What inference can you draw from these facts?,இந்த உண்மைகளிலிருந்து நீங்கள் என்ன அனுமானத்தை எடுக்கலாம்?,इन तथ्यों से आप क्या निष्कर्ष निकाल सकते हैं?,"Deduction, Conclusion",ஊகம்
504,Day 101,Ingenuous,Adjective,Intermediate,கள்ளங்கபமற்ற,निष्कपट (Nishkapat),Her ingenuous nature made her easy to trust.,அவளது கள்ளங்கபமற்ற குணம் அவளை எளிதில் நம்ப வைத்தது.,उसके निष्कपट स्वभाव ने उस पर भरोसा करना आसान बना दिया।,"Naive, Innocent, Simple",வெளிப்படையான
505,Day 101,Iniquity,Noun,Intermediate,அநீதி,अन्याय (Anyay),The reformer spoke out against the iniquity of the laws.,சீர்திருத்தவாதி சட்டங்களின் அநீதிக்கு எதிராகப் பேசினார்.,सुधारक ने कानूनों के अन्याय के खिलाफ आवाज उठाई।,"Wickedness, Injustice, Evil",பாவம்
506,Day 102,Innocuous,Adjective,Intermediate,தீங்கற்ற,अहानिकर (Ahaanikar),"It was an innocuous joke, not meant to offend.","அது ஒரு தீங்கற்ற நகைச்சுவை, யாரையும் புண்படுத்தும் நோக்கம் கொண்டதல்ல.","यह एक अहानिकर मजाक था, किसी को ठेस पहुँचाने के लिए नहीं।","Harmless, Safe",பாதிப்பில்லாத
507,Day 102,Innuendo,Noun,Intermediate,மறைமுகக் குறிப்பு,कटाक्ष (Katakshta),She used innuendo to criticize his work.,அவரது வேலையை விமர்சிக்க அவள் மறைமுகக் குறிப்பைப் பயன்படுத்தினாள்.,उसने उनके काम की आलोचना करने के लिए कटाक्ष का इस्तेमाल किया।,"Suggestion, Hint, Intimation",ஜாடை
508,Day 102,Inscrutable,Adjective,Intermediate,புரிந்துகொள்ள முடியாத,रहस्यमय (Rahasyamay),He had an inscrutable expression on his face.,அவர் முகத்தில் புரிந்துகொள்ள முடியாத ஒரு பாவனை இருந்தது.,उनके चेहरे पर एक रहस्यमय भाव था।,"Enigmatic, Mysterious",மர்மமான
509,Day 102,Insidious,Adjective,Intermediate,வஞ்சகமான,कपटी (Kapti),High blood pressure is an insidious disease.,உயர் இரத்த அழுத்தம் ஒரு வஞ்சகமான (அறிகுறி தெரியாத) நோய்.,उच्च रक्तचाप एक कपटी बीमारी है।,"Stealthy, Treacherous",சூழ்ச்சியான
510,Day 102,Instigate,Verb,Intermediate,தூண்டிவிடு,उकसाना (Uksana),They were accused of trying to instigate a riot.,அவர்கள் ஒரு கலவரத்தைத் தூண்டிவிட முயன்றதாகக் குற்றம் சாட்டப்பட்டனர்.,उन पर दंगा उकसाने की कोशिश करने का आरोप लगाया गया था।,"Provoke, Incite, Stir up",கிளர்ச்சி செய்
511,Day 103,Insular,Adjective,Intermediate,குறுகிய மனப்பான்மையுள்ள,संकीर्ण (Sankeerna),The village was very insular and didn't like strangers.,"அந்த கிராமம் மிகவும் குறுகிய மனப்பான்மை கொண்டது, அந்நியர்களை விரும்புவதில்லை.",गाँव बहुत संकीर्ण था और अजनबियों को पसंद नहीं करता था।,"Narrow-minded, Isolated",தனிமைப்பட்ட
512,Day 103,Insurgent,Noun,Intermediate,கிளர்ச்சியாளர்,विद्रोही (Vidrohi),The insurgent groups attacked the military base.,கிளர்ச்சிக் குழுக்கள் ராணுவத் தளத்தைத் தாக்கின.,विद्रोही समूहों ने सैन्य अड्डे पर हमला किया।,"Rebel, Revolutionary",கலகக்காரர்
513,Day 103,Intangible,Adjective,Intermediate,கண்ணுக்குத் தெரியாத / அருவமான,अमूर्त (Amoort),Knowledge is an intangible asset.,அறிவு என்பது கண்ணுக்குத் தெரியாத ஒரு சொத்து.,ज्ञान एक अमूर्त संपत्ति है।,"Impalpable, Abstract",தொட்டுணர முடியாத
514,Day 103,Integrity,Noun,Intermediate,நேர்மை,अखंडता (Akhandata),We admire his honesty and personal integrity.,அவருடைய நேர்மையையும் தனிப்பட்ட ஒழுக்கத்தையும் நாங்கள் மதிக்கிறோம்.,हम उनकी ईमानदारी और व्यक्तिगत अखंडता की प्रशंसा करते हैं।,"Honesty, Rectitude, Probity",நாணயம் / ஒழுக்கம்
515,Day 103,Itinerant,Adjective,Intermediate,ஊர் ஊராகச் செல்லும்,भ्रमणकारी (Bhramankari),The itinerant journalist traveled across the country.,ஊர் ஊராகச் செல்லும் அந்த நிருபர் நாடு முழுவதும் பயணம் செய்தார்.,भ्रमणकारी पत्रकार ने पूरे देश की यात्रा की।,"Wandering, Traveling, Roaming",நாடோடி போன்ற
516,Day 104,Jaded,Adjective,Intermediate,சலிப்படைந்த,थका हुआ (Thaka Hua),He felt jaded after years of working in the same job.,பல வருடங்களாக ஒரே வேலையைச் செய்ததால் அவர் சலிப்படைந்தார்.,सालों तक एक ही काम करने के बाद वह थक गया महसूस कर रहा था।,"Tired, Bored, Weary",மரத்துப் போன
517,Day 104,Jargon,Noun,Intermediate,குழுக்குறூஉ,विशेष शब्दावली (Vishesh Shabdavali),I couldn't understand the legal jargon in the contract.,ஒப்பந்தத்தில் உள்ள சட்டக் குழுக்குறூஉக்களை என்னால் புரிந்துகொள்ள முடியவில்லை.,मैं अनुबंध में कानूनी विशेष शब्दावली को नहीं समझ सका।,"Slang, Terminology, Lingo",தொழில்மொழி
518,Day 104,Jaunty,Adjective,Intermediate,துள்ளலான / உற்சாகமான,प्रफुल्लित (Prafullit),He walked with a jaunty step after getting the news.,செய்தி கிடைத்ததும் அவர் உற்சாகமான நடையுடன் நடந்தார்.,खबर मिलने के बाद वह प्रफुल्लित कदमों से चला।,"Cheerful, Sprightly, Lively",மகிழ்ச்சியான
519,Day 104,Jeopardy,Noun,Intermediate,ஆபத்து,ख़तरा (Khatra),The soldier put his life in jeopardy to save others.,மற்றவர்களைக் காக்க அந்த வீரன் தன் உயிரை ஆபத்தில் ஆழ்த்தினான்.,सैनिक ने दूसरों को बचाने के लिए अपनी जान जोखिम में डाल दी।,"Danger, Risk, Peril",இக்கட்டான நிலை
520,Day 104,Jostle,Verb,Intermediate,முட்டித் தள்ளு,धक्का-मुक्की (Dhakka-mukki),People had to jostle for a space on the train.,ரயிலில் இடம்பிடிக்க மக்கள் முட்டித் தள்ள வேண்டியிருந்தது.,ट्रेन में जगह के लिए लोगों को धक्का-मुक्की करनी पड़ी।,"Shove, Push, Elbow",இடித்துத் தள்ளு
521,Day 105,Jovial,Adjective,Intermediate,கலகலப்பான,हंसमुख (Hansmukh),The jovial host made everyone feel welcome.,கலகலப்பான அந்தத் தொகுப்பாளர் அனைவரையும் வரவேற்கச் செய்தார்.,हंसमुख मेजबान ने सभी का स्वागत महसूस कराया।,"Cheerful, Jolly, Friendly",களிப்பான
