Serial Number,Day Number,English Word,Part of Speech,Difficulty,Tamil Translation,Hindi Translation,English Example,Tamil Example,Hindi Example,Synonyms,Tamil Meaning
420,Day 84,Darkness,Noun,Beginner,இருள்,अंधेरा [Andhera],Owls see in the darkness.,ஆந்தைகள் இருட்டில் பார்க்கின்றன.,उल्लू अंधेरे में देखते हैं।,Dimension,பருமன்
421,Day 85,Weight,Noun,Beginner,எடை,वजन [Vajan],Check the weight of this bag.,இந்தப் பையின் எடையைச் சரிபார்க்கவும்.,इस बैग का वजन चेक करें।,Form,உருவம்
422,Day 85,Size,Noun,Beginner,அளவு,आकार [Aakar],What is the size of the shirt?,சட்டையின் அளவு என்ன?,शर्ट का आकार क्या है?,Block,கட்டம்
423,Day 85,Shape,Noun,Beginner,வடிவம்,रूप [Roop],The ball has a round shape.,பந்து உருண்டை வடிவத்தைக் கொண்டுள்ளது.,गेंद का आकार गोल है।,Ring,வளையம்
424,Day 85,Square,Noun,Beginner,சதுரம்,वर्ग [Varg],A square has four sides.,ஒரு சதுரம் நான்கு பக்கங்களைக் கொண்டுள்ளது.,एक वर्ग की चार भुजाएँ होती हैं।,Speech,பாஷை
425,Day 85,Circle,Noun,Beginner,வட்டம்,गोला [Gola],Draw a circle on the paper.,காகிதத்தில் ஒரு வட்டத்தை வரையவும்.,कागज़ पर एक गोला बनाओ।,Afraid,பீதி
426,Day 86,Language,Noun,Beginner,மொழி,भाषा [Bhasha],Tamil is an ancient language.,தமிழ் ஒரு பழமையான மொழி.,तमिल एक प्राचीन भाषा है।,Arrogant,செருக்கு
427,Day 86,Scared,Adjective,Beginner,பயந்த,डरा हुआ [Dara],He is scared of dogs.,அவன் நாய்களைக் கண்டு பயப்படுகிறான்.,वह कुत्तों से डरता है।,Timid,நாணம்
428,Day 86,Proud,Adjective,Beginner,பெருமை,गर्व [Garv],I am proud of you.,நான் உன்னைப் பெருமையாகக் கருதுகிறேன்.,मुझे तुम पर गर्व है।,Damp,நனைந்த
429,Day 86,Shy,Adjective,Beginner,கூச்சம்,शर्मीला [Sharmila],The girl is very shy.,அந்தச் சிறுமி மிகவும் கூச்சப்படுபவள்.,लड़की बहुत शर्मीली है।,Quick,விரைவான
430,Day 86,Wet,Adjective,Beginner,ஈரமான,गीला [Geela],My hair is wet.,என் முடி ஈரமாக உள்ளது.,मेरे बाल गीले हैं।,Gradual,மந்தமான
431,Day 87,Fast,Adjective,Beginner,வேகமான,तेज़ [Tez],A cheetah is fast.,சிறுத்தை வேகமானது.,चीता तेज़ होता है।,Profound,அதல
432,Day 87,Slow,Adjective,Beginner,மெதுவான,धीमा [Dheema],The turtle is slow.,ஆமை மெதுவானது.,कछुआ धीमा होता है।,Flat,தட்டையான
433,Day 87,Deep,Adjective,Beginner,ஆழமான,गहरा [Gahra],The well is deep.,கிணறு ஆழமானது.,कुआँ गहरा है।,Frail,நலிந்த
434,Day 87,Shallow,Adjective,Beginner,ஆழமற்ற,उथला [Uthala],The river is shallow.,ஆறு ஆழமற்றது.,नदी उथली है।,Lofty,நெடிய
435,Day 87,Weak,Adjective,Beginner,பலவீனமான,कमजोर [Kamjor],I feel weak.,நான் பலவீனமாக உணர்கிறேன்.,मैं कमजोरी महसूस कर रहा हूँ।,Base,கீழ்
436,Day 88,High,Adjective,Beginner,உயர்ந்த,ऊँचा [Ooncha],The mountain is high.,மலை உயரமாக உள்ளது.,पहाड़ ऊँचा है।,Broad,விரிவான
437,Day 88,Low,Adjective,Beginner,தாழ்ந்த,नीचा [Neecha],The ceiling is low.,கூரை தாழ்வாக உள்ளது.,छत नीची है।,Thin,நெரிசலான
438,Day 88,Wide,Adjective,Beginner,அகலமான,चौड़ा [Chauda],The road is wide.,சாலை அகலமானது.,सड़क चौड़ी है।,Seldom,அபூர்வமாக
439,Day 88,Narrow,Adjective,Beginner,குறுகிய,संकरा [Sankara],The lane is narrow.,சந்து குறுகலாக உள்ளது.,गली संकरी है।,Almost,ஏறக்குறைய
440,Day 88,Rarely,Adverb,Beginner,அரிதாக,कभी-कभी [Kabhikabhi],He rarely shouts.,அவர் அரிதாகவே கத்துகிறார்.,वह शायद ही कभी चिल्लाता है।,Externally,வெளிப்புறம்
441,Day 89,Nearly,Adverb,Beginner,கிட்டத்தட்ட,लगभग [Lagbhag],It is nearly noon.,கிட்டத்தட்ட மதியம் ஆகிறது.,लगभग दोपहर हो गई है।,Currently,தற்பொழுது
442,Day 89,Outside,Adverb,Beginner,வெளியே,बाहर [Bahar],Wait outside.,வெளியே காத்திருங்கள்.,बाहर इंतज़ार करें।,Afterward,பின்னர்
443,Day 89,Now,Adverb,Beginner,இப்பொழுது,अब [Ab],Do it now.,இப்பொழுதே செய்.,इसे अभी करो।,Everyday,நாள்தோறும்
444,Day 89,Then,Adverb,Beginner,பிறகு,तब [Tab],We went home then.,நாங்கள் பிறகு வீட்டிற்குச் சென்றோம்.,हम तब घर गए।,Midday,நண்பகல்
445,Day 89,Daily,Adverb,Beginner,தினமும்,रोज़ [Roz],Exercise daily.,தினமும் உடற்பயிற்சி செய்யுங்கள்.,रोज़ व्यायाम करें।,Midnight,கங்குல்
446,Day 90,Afternoon,Noun,Beginner,மதியம்,दोपहर [Dopehar],Rest in the afternoon.,மதியம் ஓய்வெடுங்கள்.,दोपहर में आराम करो।,Phase,காலப்பகுதி
447,Day 90,Night,Noun,Beginner,இரவு,रात [Raat],Sleep well at night.,இரவில் நன்றாகத் தூங்குங்கள்.,रात में अच्छी नींद लें।,Moment,துளி
448,Day 90,Season,Noun,Beginner,பருவம்,मौसम [Mausam],Winter is a cold season.,குளிர்காலம் ஒரு குளிர்ந்த பருவம்.,सर्दी एक ठंडा मौसम है।,Instant,கணம்
449,Day 90,Minute,Noun,Beginner,நிமிடம்,मिनट [Minute],Wait for one minute.,ஒரு நிமிடம் காத்திருங்கள்.,एक मिनट इंतज़ार करें।,Row,தொடர்
450,Day 90,Second,Noun,Beginner,விநாடி,सेकंड [Second],Every second counts.,ஒவ்வொரு விநாடியும் முக்கியம்.,हर सेकंड मायने रखता है।,Angle,முடுக்கு
451,Day 91,Line,Noun,Beginner,வரி/கோடு,रेखा [Rekha],Draw a straight line.,ஒரு நேர்க்கோடு வரையவும்.,एक सीधी रेखा खींचें।,Base,கீழ்
452,Day 91,Corner,Noun,Beginner,மூலை,कोना [Kona],Stand in the corner.,மூலையில் நில்லுங்கள்.,कोने में खड़े हो जाओ।,Center,மையம்
453,Day 91,Bottom,Noun,Beginner,அடி,तल [Tal],The key is at the bottom.,சாவி அடியில் உள்ளது.,चाबी तल पर है।,Peak,உச்சி
454,Day 91,Middle,Noun,Beginner,நடு,मध्य [Madhya],Stand in the middle.,நடுவில் நில்லுங்கள்.,बीच में खड़े हो जाओ।,Spirit,உயிர்
455,Day 91,Top,Noun,Beginner,மேலடுக்கு,शिखर [Shikhar],He is at the top.,அவர் உச்சியில் இருக்கிறார்.,वह शिखर पर है।,End,மரணம்
456,Day 92,Soul,Noun,Beginner,ஆன்மா,आत्मा [Aatma],The soul is eternal.,ஆன்மா நித்தியமானது.,आत्मा अमर है।,Shallot,வெங்காயம்
457,Day 92,Death,Noun,Beginner,இறப்பு,मृत्यु [Mrityu],Life and death are natural.,வாழ்வும் சாவும் இயற்கையானது.,जीवन और मृत्यु स्वाभाविक हैं।,Spud,கிழங்கு
458,Day 92,Onion,Noun,Beginner,வெங்காயம்,प्याज [Pyaj],Chop the onion.,வெங்காயத்தை நறுக்கவும்.,प्याज काट लें।,Berry,தக்காளி
459,Day 92,Potato,Noun,Beginner,உருளைக்கிழங்கு,आलू [Aaloo],I like mashed potatoes.,எனக்கு மசிந்த உருளைக்கிழங்கு பிடிக்கும்.,मुझे मैश किए हुए आलू पसंद हैं।,Root vegetable,மஞ்சள் முள்ளங்கி
460,Day 92,Tomato,Noun,Beginner,தக்காளி,टमाटर [Tamatar],The tomato is red.,தக்காளி சிவப்பு நிறத்தில் உள்ளது.,टमाटर लाल है।,Clove,வெள்ளைப்பூண்டு
461,Day 93,Carrot,Noun,Beginner,கேரட்,गाजर [Gaajar],Carrots are good for eyes.,கேரட் கண்களுக்கு நல்லது.,गाजर आँखों के लिए अच्छी होती है।,Spice,இஞ்சி
462,Day 93,Garlic,Noun,Beginner,பூண்டு,लहसुन [Lahsuna],Add garlic to the sauce.,சாஸில் பூண்டு சேர்க்கவும்.,सॉस में लहसुन डालें।,Cole,கோசு
463,Day 93,Ginger,Noun,Beginner,இஞ்சி,अदरक [Adrak],Ginger tea is tasty.,இஞ்சி டீ சுவையாக இருக்கும்.,अदरक की चाय स्वादिष्ट होती है।,Brassica,பூக்கோசு
464,Day 93,Cabbage,Noun,Beginner,முட்டைக்கோஸ்,पत्ता गोभी [Patta Gobhi],Cook the cabbage.,முட்டைக்கோஸை சமைக்கவும்.,पत्ता गोभी पकाएं।,Plantain,கதலி
465,Day 93,Cauliflower,Noun,Beginner,காலிஃபிளவர்,फूलगोभी [Phool Gobhi],Fry the cauliflower.,காலிஃபிளவரை வறுக்கவும்.,फूलगोभी को तलें।,Tropical fruit,மாங்கனி
466,Day 94,Banana,Noun,Beginner,வாழைப்பழம்,केला [Kela],Eat a banana daily.,தினமும் ஒரு வாழைப்பழம் சாப்பிடுங்கள்.,रोज़ एक केला खाओ।,Citrus,ஆரஞ்சு
467,Day 94,Mango,Noun,Beginner,மாம்பழம்,आम [Aam],Mango is the king of fruits.,மாம்பழம் பழங்களின் ராஜா.,आम फलों का राजा है।,Vine fruit,கொடிமுந்திரி
468,Day 94,Orange,Noun,Beginner,ஆரஞ்சு,संतरा [Santara],I drink orange juice.,நான் ஆரஞ்சு ஜூஸ் குடிக்கிறேன்.,मैं संतरे का जूस पीता हूँ।,Ananas,அன்னாசி
469,Day 94,Grapes,Noun,Beginner,திராட்சை,अंगूर [Angoor],Grapes are sweet.,திராட்சை இனிப்பாக இருக்கும்.,अंगूर मीठे होते हैं।,Melon,கோடைக்கனி
470,Day 94,Pineapple,Noun,Beginner,அன்னாசி,अनानास [Ananaas],Slice the pineapple.,அன்னாசிப்பழத்தை வெட்டுங்கள்.,अनानास के स्लाइस करें।,Citrus,மிதி
471,Day 95,Watermelon,Noun,Beginner,தர்பூசணி,तरबूज [Tarbooj],Watermelon is refreshing.,தர்பூசணி புத்துணர்ச்சி அளிக்கிறது.,तरबूज ताज़गी देता है।,Nut,தெங்கு
472,Day 95,Lemon,Noun,Beginner,எலுமிச்சை,नींबू [Nimbu],Add some lemon juice.,சிறிதளவு எலுமிச்சை சாறு சேர்க்கவும்.,थोड़ा नींबू का रस डालें।,Refrigerator,குளிர்ப்பெட்டி
473,Day 95,Coconut,Noun,Beginner,தேங்காய்,नारियल [Nariyal],Drink coconut water.,இளநீர் குடியுங்கள்.,नारियल पानी पिएं।,Stove,சூளை
474,Day 95,Fridge,Noun,Beginner,குளிர்சாதன பெட்டி,फ्रिज [Fridge],Keep milk in the fridge.,பாலை பிரிட்ஜில் வைக்கவும்.,दूध को फ्रिज में रखें।,Electronic oven,நுண்ணலை
475,Day 95,Oven,Noun,Beginner,அடுப்பு,ओवन [Oven],Bake the cake in the oven.,கேக்கை ஓவனில் சுடவும்.,ओवन में केक बेक करें।,Pot,வெந்நீர் பாத்திரம்
476,Day 96,Microwave,Noun,Beginner,மைக்ரோவேவ்,माइक्रोवेव [Microwave],Heat the food.,உணவைச் சூடுபடுத்தவும்.,खाना गर्म करें।,Prong,முள்முள்
477,Day 96,Kettle,Noun,Beginner,கெட்டில்,केतली [Ketli],Boil water in the kettle.,கெட்டிலில் தண்ணீரை கொதிக்க வைக்கவும்.,केतली में पानी उबालें।,Platter,தட்டு
478,Day 96,Fork,Noun,Beginner,முள் கரண்டி,कांटा [Kaanta],Use a fork for pasta.,பாஸ்தாவிற்கு முள் கரண்டியைப் பயன்படுத்துங்கள்.,पास्ता के लिए कांटे का प्रयोग करें।,Bedding,மெத்தை
479,Day 96,Tray,Noun,Beginner,தட்டு,ट्रे [Tray],Carry cups on a tray.,கோப்பைகளை தட்டில் எடுத்துச் செல்லுங்கள்.,प्यालों को ट्रे पर ले जाएं।,Closet,பீரோ
480,Day 96,Mattress,Noun,Beginner,மெத்தை,गद्दा [Gadda],The mattress is soft.,மெத்தை மென்மையாக உள்ளது.,गद्दा कोमल है।,Rack,மாடம்
481,Day 97,Wardrobe,Noun,Beginner,அலமாரி,अलमारी [Almari],Put clothes in the wardrobe.,துணிகளை அலமாரியில் வைக்கவும்.,कपड़े अलमारी में रखें।,Rug,கம்பளம்
482,Day 97,Shelf,Noun,Beginner,அடுக்கு,शेल्फ [Shelf],Books are on the shelf.,புத்தகங்கள் அடுக்கில் உள்ளன.,किताबें शेल्फ पर हैं।,Hairbrush,துருத்தி
483,Day 97,Carpet,Noun,Beginner,விரிப்பு,गलीचा [Galeecha],Clean the carpet.,விரிப்பைச் சுத்தம் செய்யவும்.,गलीचा साफ़ करें।,Bristle,தூரிகை
484,Day 97,Comb,Noun,Beginner,சீப்பு,कंगा [Kanga],Comb your hair.,தலையைச் சீவுங்கள்.,अपने बाल कंघी करें।,Dental brush,பல்விளக்கி
485,Day 97,Brush,Noun,Beginner,தூரிகை,ब्रश [Brush],Use a brush to paint.,ஓவியம் வரைய தூரிகையைப் பயன்படுத்தவும்.,पेंट करने के लिए ब्रश का प्रयोग करें।,Dentifrice,பல் மருந்து
486,Day 98,Toothbrush,Noun,Beginner,பல் துலக்கி,टूथब्रश [Toothbrush],Use a soft toothbrush.,மென்மையான பல் துலக்கியைப் பயன்படுத்தவும்.,सॉफ्ट टूथब्रश का प्रयोग करें।,Hair wash,தலைச் சலவை
487,Day 98,Toothpaste,Noun,Beginner,பற்பசை,टूथपेस्ट [Toothpaste],Squeeze the toothpaste.,பற்பசையை பிழியவும்.,टूथपेस्ट निचोड़ें।,Journal,நாள்குறிப்பு
488,Day 98,Shampoo,Noun,Beginner,ஷாம்பு,शैम्पू [Shampoo],Wash hair with shampoo.,ஷாம்பு போட்டுத் தலை குளிக்கவும்.,शैम्पू से बाल धोएं।,Binder,இணைப்பான்
489,Day 98,Diary,Noun,Beginner,நாட்குறிப்பு,डायरी [Diary],Write in your diary.,உங்கள் நாட்குறிப்பில் எழுதுங்கள்.,अपनी डायरी में लिखें।,Adhesive,வஜ்ரம்
490,Day 98,Stapler,Noun,Beginner,ஸ்டேப்லர்,स्टेपलर [Stapler],Use the stapler.,ஸ்டேப்லரைப் பயன்படுத்துங்கள்.,स्टेपलर का प्रयोग करें।,Binding,நாடா
491,Day 99,Glue,Noun,Beginner,பசை,गोंद [Gond],Stick it with glue.,அதை பசையால் ஒட்டவும்.,इसे गोंद से चिपकाएं।,Adder,கணிப்பான்
492,Day 99,Tape,Noun,Beginner,டேப்,टेप [Tape],Fix it with tape.,அதை டேப்பால் சரிசெய்யவும்.,इसे टेप से ठीक करें।,Portable PC,மடிக்கணினி
493,Day 99,Calculator,Noun,Beginner,கணிப்பான்,कैलकुलेटर [Calculator],Use a calculator.,கணிப்பானைப் பயன்படுத்துங்கள்.,कैलकुलेटर का प्रयोग करें।,Monitor,திரை
494,Day 99,Laptop,Noun,Beginner,மடிக்கணினி,लैपटॉप [Laptop],Open your laptop.,உங்கள் மடிக்கணினியைத் திறக்கவும்.,अपना लैपटॉप खोलें।,Lorry,சரக்குந்து
495,Day 99,Screen,Noun,Beginner,திரை,स्क्रीन [Screen],Look at the screen.,திரையைப் பாருங்கள்.,स्क्रीन की ओर देखो।,Minibus,சிற்றுந்து
496,Day 100,Truck,Noun,Beginner,லாரி,ट्रक [Truck],The truck is big.,லாரி பெரியது.,ट्रक बड़ा है।,Vehicle,ஜீப்
497,Day 100,Van,Noun,Beginner,வேன்,वैन [Van],The van is white.,வேன் வெள்ளை நிறத்தில் உள்ளது.,वैन सफेद रंग की है।,Moped,துள்ளுந்து
498,Day 100,Jeep,Noun,Beginner,ஜீப்,जीप [Jeep],We rode in a jeep.,நாங்கள் ஜீப்பில் சென்றோம்.,हम जीप में सवार हुए।,Bike,ஈருருளி
499,Day 100,Scooter,Noun,Beginner,ஸ்கூட்டர்,स्कूटर [Scooter],Ride your scooter.,உங்கள் ஸ்கூட்டரை ஓட்டவும்.,अपना स्कूटर चलाएं।,Chopper,உலங்கு வானூர்தி
500,Day 100,Motorcycle,Noun,Beginner,மோட்டார் சைக்கிள்,मोटरसाइकिल [Motorcycle],He has a motorcycle.,அவரிடம் ஒரு மோட்டார் சைக்கிள் உள்ளது.,उसके पास एक मोटरसाइकिल है।,Missile,ஏவுகணை
501,Day 101,Helicopter,Noun,Beginner,ஹெலிகாப்டர்,हेलीकॉप्टर [Helicopter],The helicopter is flying.,ஹெலிகாப்டர் பறக்கிறது.,हेलीकॉप्टर उड़ रहा है।,Metro,சுரங்க வழி
502,Day 101,Rocket,Noun,Beginner,ராக்கெட்,रॉकेट [Rocket],The rocket launched.,ராக்கெட் ஏவப்பட்டது.,रॉकेट लॉन्च हुआ।,Expressway,தடம்
503,Day 101,Subway,Noun,Beginner,சுரங்கப்பாதை,सबवे [Subway],Take the subway.,சுரங்கப்பாதையில் செல்லுங்கள்.,सबवे लें।,Congestion,இயக்கம்
504,Day 101,Highway,Noun,Beginner,நெடுஞ்சாலை,राजमार्ग [Rajmarg],Drive on the highway.,நெடுஞ்சாலையில் வாகனம் ஓட்டுங்கள்.,राजमार्ग पर ड्राइव करें।,Technician,தொழில்நுட்ப வல்லுநர்
505,Day 101,Traffic,Noun,Beginner,போக்குவரத்து,ट्रैफ़िक [Traffic],Avoid heavy traffic.,அதிக போக்குவரத்து நெரிசலைத் தவிர்க்கவும்.,भारी ट्रैफ़िक से बचें।,Painter,ஓவியர்
506,Day 102,Engineer,Noun,Beginner,பொறியாளர்,इंजीनियर [Engineer],He is an engineer.,அவர் ஒரு பொறியாளர்.,वह एक इंजीनियर है।,Attorney,வக்கீல்
507,Day 102,Artist,Noun,Beginner,கலைஞர்,कलाकार [Kalakar],The artist is creative.,கலைஞர் படைப்பாற்றல் மிக்கவர்.,कलाकार रचनात्मक है।,Researcher,அறிவியலாளர்
508,Day 102,Lawyer,Noun,Beginner,வழக்கறிஞர்,वकील [Vakeel],Call a lawyer.,ஒரு வழக்கறிஞரை அழையுங்கள்.,एक वकील को बुलाओ।,Server,வெயிட்டர்
509,Day 102,Scientist,Noun,Beginner,விஞ்ஞானி,वैज्ञानिक [Vaigyanik],The scientist is testing.,விஞ்ஞானி சோதனை செய்கிறார்.,वैज्ञानिक परीक्षण कर रहा है।,Chauffeur,சாரதி
510,Day 102,Waiter,Noun,Beginner,ஏவலாளர்,वेटर [Waiter],Ask the waiter.,ஏவலாளரிடம் கேளுங்கள்.,वेटर से पूछो।,Trooper,வீரன்
511,Day 103,Driver,Noun,Beginner,ஓட்டுநர்,ड्राइवर [Driver],The driver is fast.,ஓட்டுநர் வேகமானவர்.,ड्राइवर तेज़ है।,Clergy,குருமார்
512,Day 103,Soldier,Noun,Beginner,சிப்பாய்,सैनिक [Sainik],The soldier is brave.,சிப்பாய் தைரியமானவர்.,सैनिक बहादुर है।,Monarch,ராஜா
513,Day 103,Priest,Noun,Beginner,பூசாரி,पुजारी [Pujari],The priest is inside.,பூசாரி உள்ளே இருக்கிறார்.,पुजारी अंदर है।,Empress,ராணி
514,Day 103,King,Noun,Beginner,அரசன்,राजा [Raja],The king is wise.,அரசன் புத்திசாலி.,राजा बुद्धिमान है।,Watchman,காவலாளி
515,Day 103,Queen,Noun,Beginner,அரசி,रानी [Rani],The queen is kind.,அரசி அன்பானவர்.,रानी दयालु है।,Director,நிர்வாகி
516,Day 104,Guard,Noun,Beginner,காவலர்,गार्ड [Guard],The guard is alert.,காவலர் எச்சரிக்கையாக இருக்கிறார்.,गार्ड सतर्क है।,Woodworker,மரவேலை செய்பவர்
517,Day 104,Manager,Noun,Beginner,மேலாளர்,मैनेजर [Manager],Talk to the manager.,மேலாளரிடம் பேசுங்கள்.,मैनेजर से बात करें।,Blacksmith,கம்மாளர்
518,Day 104,Carpenter,Noun,Beginner,தச்சர்,बढ़ई [Badhai],The carpenter works.,தச்சர் வேலை செய்கிறார்.,बढ़ई काम करता है।,Leap,தாண்டு
519,Day 104,Smith,Noun,Beginner,கொல்லர்,लोहार [Lohar],The smith makes tools.,கொல்லர் கருவிகளைத் தயாரிக்கிறார்.,लोहार औज़ार बनाता है।,Sketch,ஓவியம்
520,Day 104,Jump,Verb,Beginner,குதி,कूदना [Koodna],Jump high.,உயரமாகக் குதிக்கவும்.,ऊँचा कूदो।,Sprint,விரை
523,Day 105,Draw,Verb,Beginner,வரை,चित्र बनाना [Chitra banana],Draw a house.,ஒரு வீட்டை வரையவும்.,एक घर का चित्र बनाओ।,Dive,குளி
530,Day 105,Run,Verb,Beginner,ஓடு,दौड़ना [Daudna],Run fast.,வேகமாக ஓடு.,तेज़ दौड़ो।,Soar,ஏகு
532,Day 105,Swim,Verb,Beginner,நீந்து,तैरना [Tairna],I can swim.,என்னால் நீந்த முடியும்.,मैं तैर सकता हूँ।,Cosmos,அண்டம்
533,Day 105,Fly,Verb,Beginner,பற,उड़ना [Udna],Birds fly.,பறவைகள் பறக்கின்றன.,पक्षी उड़ते हैं।,Earth,நிலம்
541,Day 105,Universe,Noun,Beginner,பேரண்டம்,ब्रह्मांड [Brahmand],The universe is vast and mysterious.,அண்டம் பரந்ததும் மர்மமானதும் ஆகும்.,ब्रह्मांड विशाल और रहस्यमय है।,Cosmos,பிரபஞ்சம்
542,Day 106,Soil,Noun,Beginner,மண்,मिट्टी [Mitti],The plants grow well in this soil.,இந்த மண்ணில் செடிகள் நன்றாக வளர்கின்றன.,इस मिट्टी में पौधे अच्छी तरह बढ़ते हैं।,Earth,மண்
543,Day 106,Root,Noun,Beginner,வேர்,जड़ [Jad],The tree has a strong root.,மரத்திற்கு வலிமையான வேர் உள்ளது.,पेड़ की जड़ मजबूत है।,Base,வேர்
544,Day 106,Leaf,Noun,Beginner,இலை,पत्ती [Patti],The leaf fell from the tree.,மரத்திலிருந்து இலை விழுந்தது.,पेड़ से पत्ता गिर गया।,Frond,இலை
545,Day 106,Branch,Noun,Beginner,கிளை,शाखा [Shakha],He climbed the branch of the tree.,அவன் மரத்தின் கிளையில் ஏறினான்.,वह पेड़ की शाखा पर चढ़ गया।,Bough,கிளை
546,Day 106,Seed,Noun,Beginner,விதை,बीज [Beej],Plant the seed in the ground.,விதையைத் தரையில் நடுங்கள்.,बीज को ज़मीन में बोएं।,Grain,விதை
547,Day 107,Triangle,Noun,Beginner,முக்கோணம்,त्रिकोण [Trikon],A triangle has three sides.,முக்கோணத்திற்கு மூன்று பக்கங்கள் உள்ளன.,त्रिकोण की तीन भुजाएँ होती हैं।,Trigon,முக்கோணம்
548,Day 107,Birthday,Noun,Beginner,பிறந்தநாள்,जन्मदिन [Janmadin],Happy birthday to you.,உங்களுக்கு இனிய பிறந்தநாள் வாழ்த்துகள்.,आपको जन्मदिन की शुभकामनाएं।,Anniversary,பிறந்தநாள்
549,Day 107,Wedding,Noun,Beginner,திருமணம்,शादी [Shaadi],I went to a wedding.,நான் ஒரு திருமணத்திற்குச் சென்றேன்.,मैं एक शादी में गया था।,Marriage,கல்யாணம்
550,Day 107,Holiday,Noun,Beginner,விடுமுறை,छुट्टी [Chutti],Today is a holiday.,இன்று விடுமுறை.,आज छुट्टी है।,Vacation,ஓய்வு / விடுமுறை
551,Day 107,Coin,Noun,Beginner,நாணயம்,सिक्का [Sikka],I found a coin.,எனக்கு ஒரு நாணயம் கிடைத்தது.,मुझे एक सिक्का मिला।,Currency,காசு
552,Day 108,Wallet,Noun,Beginner,பணப்பை,बटुआ [Batua],I lost my wallet.,நான் எனது பணப்பையைத் தொலைத்துவிட்டேன்.,मैंने अपना बटुआ खो दिया।,Purse,பை
553,Day 108,Chest,Noun,Beginner,மார்பு,छाती [Chhati],He felt a pain in his chest.,அவர் மார்பில் வலியை உணர்ந்தார்.,उसने अपनी छाती में दर्द महसूस किया।,Thorax,நெஞ்சு
554,Day 108,Wrist,Noun,Beginner,மணிக்கட்டு,कलाई [Kalai],Wear the watch on your wrist.,உங்கள் மணிக்கட்டில் கடிகாரத்தை அணியுங்கள்.,अपनी कलाई पर घड़ी पहनें।,Carpus,மணிக்கட்டு
555,Day 108,Elbow,Noun,Beginner,முழங்கை,कोहनी [Kohani],He hurt his elbow.,அவன் முழங்கையில் காயம் பட்டது.,उसकी कोहनी में चोट लग गई।,Joint,முழங்கை
556,Day 108,Stomach,Noun,Beginner,வயிறு,पेट [Pet],My stomach is full.,என் வயிறு நிறைந்துவிட்டது.,मेरा पेट भरा हुआ है।,Tummy,வயிறு
557,Day 109,Pea,Noun,Beginner,பட்டாணி,मटर [Matar],He likes to eat green peas.,அவனுக்குப் பச்சை பட்டாணி சாப்பிடப் பிடிக்கும்.,उसे हरी मटर खाना पसंद है।,Legume,பட்டாணி
557,Day 109,Ant,Noun,எறும்பு (Erumbu),चींटी (Cheenti),The ant is small.,எறும்பு சிறியது.,चींटी छोटी है।,Insect,சிறிய பூச்சி,
557,Day 109,Bottle,Noun,பாட்டில் (Baattil),बोतल (Botal),Fill the water bottle.,தண்ணீர் பாட்டிலை நிரப்பவும்.,पानी की बोतल भरें।,Container,கொள்கலன்,
557,Day 109,Candy,Noun,மிட்டாய் (Mittaai),मिठाई (Mithai),I like sweet candy.,எனக்கு இனிப்பு மிட்டாய் பிடிக்கும்.,मुझे मीठी कैंडी पसंद है।,Sweet,இனிப்பு,
557,Day 109,Dust,Noun,தூசி (Thoosi),धूल (Dhool),Clean the dust.,தூசியை சுத்தம் செய்யவும்.,धूल साफ करें।,Dirt,அழுக்கு,
557,Day 110,Egg,Noun,முட்டை (Muttai),अंडा (Anda),I eat an egg.,நான் ஒரு முட்டை சாப்பிடுகிறேன்.,मैं एक अंडा खाता हूँ।,Ovum,சத்துணவு,
557,Day 110,Fan,Noun,விசிறி / மின்விசிறி (Visiri),पंखा (Pankha),Switch on the fan.,மின்விசிறியை ஆன் செய்யவும்.,पंखा चालू करें।,Blower,காற்றாடி,
557,Day 110,Gate,Noun,வாயில் கதவு (Vaayil Kadavu),फाटक (Phatak),Close the gate.,வாயில் கதவை மூடவும்.,फाटक बंद करें।,Entrance,நுழைவு வாயில்,
557,Day 110,Gift,Noun,பரிசு (Parisu),उपहार (Upahaar),This is a gift for you.,இது உங்களுக்கான பரிசு.,यह आपके लिए एक उपहार है।,Present,கொடை,
557,Day 110,Hammer,Noun,சுத்தியல் (Sutthiyal),हथौड़ा (Hathauda),Use the hammer.,சுத்தியலைப் பயன்படுத்தவும்.,हथौड़े का प्रयोग करें।,Tool,கருவி,
557,Day 111,Ice,Noun,பனிக்கட்டி (Panikkatti),बर्फ (Barf),Ice is cold.,பனிக்கட்டி குளிர்ச்சியானது.,बर्फ ठंडी होती है।,Frozen water,உறைந்த நீர்,
557,Day 111,Juice,Noun,சாறு (Saaru),रस (Ras),I want orange juice.,எனக்கு ஆரஞ்சு சாறு வேண்டும்.,मुझे संतरे का रस चाहिए।,Liquid extract,பிழிந்த சாறு,
557,Day 111,Kite,Noun,பட்டம் (Pattam),पतंग (Patang),Fly the kite.,பட்டம் பறக்கவிடவும்.,पतंग उड़ाओ।,Paper glider,காத்தாடி,
557,Day 111,Mirror,Noun,கண்ணாடி (Kannaadi),आईना (Aaina),Look at the mirror.,கண்ணாடியைப் பார்.,आईने में देखो।,Glass,முகம் பார்க்கும் கண்ணாடி,
557,Day 111,Nail,Noun,ஆணி (Aani),कील (Keel),Hit the nail.,ஆணியை அடிக்கவும்.,कील ठोकें।,Spike,இரும்பு ஆணி,
