Day,Level,English,Tamil,Hindi
Day 74,Intermediate,I didn't mean to sound so rude earlier.,நான் முன்பு அவ்வளவு முரட்டுத்தனமாகப் பேச விரும்பவில்லை. (Naan munbu avvalavu murattuthanaamaagap pesa virumbavillai.),मेरा इरादा पहले इतना अशिष्ट (असभ्य) दिखने का नहीं था। (Mera irada pehle itna ashishth dikhne ka nahi tha.)
Day 74,Intermediate,She is very good at explaining complex topics in a simple way.,கடினமான தலைப்புகளை எளிமையாக விளக்குவதில் அவர் சிறந்தவர். (Kadinamaana thalaippugalai elimaiyaaga vilakkuvadhil avar sirandhavar.),वह जटिल विषयों को सरल तरीके से समझाने में बहुत अच्छी है। (Wah jatil vishayon ko saral tareeke se samjhane mein bahut acchi hai.)
Day 74,Intermediate,I'll be waiting for you at the information desk.,தகவல் மையத்தில் நான் உங்களுக்காகக் காத்திருப்பேன். (Thagaval maiyathil naan ungalukkaagak kaathiruppen.),मैं पूछताछ केंद्र (information desk) पर आपका इंतज़ार करूँगा। (Main poochtaach kendra par aapka intezaar karunga.)
Day 74,Intermediate,Could you please speak a bit more clearly?,தயவுசெய்து இன்னும் கொஞ்சம் தெளிவாகப் பேச முடியுமா? (Thayavuseidhu innum konjam thelivaagap pesa mudiyuma?),क्या आप कृपया थोड़ा और स्पष्ट बोल सकते हैं? (Kya aap kripya thoda aur spasht bol sakte hain?)
Day 74,Intermediate,I think we should ask for directions before we get lost.,நாம் வழி தவறுவதற்கு முன்பே யாரிடமாவது வழி கேட்பது நல்லது என்று நினைக்கிறேன். (Naam vazhi thavaruvadharku munbe yaaridamaavadhu vazhi ketpadhu nalladhu endru ninaikkiren.),मुझे लगता है कि रास्ता भटकने से पहले हमें रास्ता पूछ लेना चाहिए। (Mujhe lagta hai ki raasta bhatakne se pehle humein raasta pooch lena chahiye.)
Day 75,Intermediate,I was just about to call a taxi when you offered me a ride.,நீங்கள் லிஃப்ட் தருவதாகச் சொன்னபோது நான் டாக்ஸியை அழைக்கவிருந்தேன். (Neengal lift tharuvadhaagas sonnapodhu naan taxi-ai azhaikkavirundhen.),"जब आपने मुझे लिफ्ट देने की पेशकश की, मैं बस टैक्सी बुलाने ही वाला था। (Jab aapne mujhe lift dene ki peshkash ki, main bas taxi bulane hi wala tha.)"
Day 75,Intermediate,It takes about fifteen minutes to heat up the oven.,அடுப்பை (oven) சூடாக்க சுமார் பதினைந்து நிமிடங்கள் ஆகும். (Aduppai sudaakka sumaar padhinaindhu nimidangal aagum.),ओवन को गर्म होने में लगभग पंद्रह मिनट लगते हैं। (Oven ko garm hone mein lagbhag pandrah minute lagte hain.)
Day 75,Intermediate,"I have already visited that park, so let's try a different one.","நான் ஏற்கனவே அந்தப் பூங்காவிற்குச் சென்றுவிட்டேன், எனவே வேறு ஒன்றிற்குச் செல்வோம். (Naan erkanave andhap poongaavirku sendruvitten, enavae veru ontrirku selvoam.)","मैं पहले ही उस पार्क में जा चुका हूँ, इसलिए चलो किसी दूसरे पार्क में चलते हैं। (Main pehle hi us park mein ja chuka hoon, isliye chalo kisi doosre park mein chalte hain.)"
Day 75,Intermediate,She has been working as a graphic designer for five years.,அவர் ஐந்து ஆண்டுகளாக கிராஃபிக் டிசைனராகப் பணியாற்றி வருகிறார். (Avar aindhu aandugalaaga graphic designer-aagap paniyaattri varugiraar.),वह पांच साल से ग्राफिक डिजाइनर के रूप में काम कर रही हैं। (Wah paanch saal se graphic designer ke roop mein kaam kar rahi hain.)
Day 75,Intermediate,I'll let you know as soon as I finish checking the documents.,ஆவணங்களைச் சரிபார்த்து முடித்தவுடன் உங்களுக்குத் தெரிவிக்கிறேன். (Aavannangalais saripaarthu mudiththavudan ungalukkuth therivikkiren.),"जैसे ही मैं दस्तावेज़ों की जांच पूरी कर लूँगा, मैं आपको बता दूँगा। (Jaise hi main dastawezon ki jaanch poori kar loonga, main aapko bata doonga.)"
Day 76,Intermediate,I don't think it's a good idea to go out in this storm.,இந்தப் புயலில் வெளியே செல்வது நல்லது என்று நான் நினைக்கவில்லை. (Indhap puyalil veliye selvadhun nalladhu endru naan ninaikkavillai.),मुझे नहीं लगता कि इस तूफान में बाहर जाना एक अच्छा विचार है। (Mujhe nahi lagta ki is toofan mein baahar jaana ek accha vichaar hai.)
Day 76,Intermediate,How much does it cost to get a passport photo taken?,பாஸ்போர்ட் புகைப்படம் எடுக்க எவ்வளவு செலவாகும்? (Passport pugaippadam edukka evvalavu selavaagum?),पासपोर्ट फोटो खिंचवाने में कितना खर्च आता है? (Passport photo khinchwane mein kitna kharch aata hai?)
Day 76,Intermediate,"I forgot to bring my charger, so my phone might die soon.","நான் சார்ஜரை எடுத்து வர மறந்துவிட்டேன், எனவே என் போன் விரைவில் அணைந்துவிடும். (Naan charger-ai eduthu vara marandhuvitten, enavae en phone viraivil anaindhuvidum.)","मैं अपना चार्जर लाना भूल गया, इसलिए मेरा फोन जल्द ही बंद हो सकता है। (Main apna charger laana bhool gaya, isliye mera phone jald hi band ho sakta hai.)"
Day 76,Intermediate,We should definitely try that new ice cream parlor.,அந்தப் புதிய ஐஸ்கிரீம் கடையை நாம் கண்டிப்பாக முயற்சி செய்ய வேண்டும். (Andhap pudhiya ice cream kadaiyai naam kandippaaga muyarchi seiya vendum.),हमें उस नए आइसक्रीम पार्लर को जरूर आज़माना चाहिए। (Humein us naye ice cream parlour ko zaroor aazmaana chahiye.)
Day 76,Intermediate,He is very interested in learning about renewable energy.,புதுப்பிக்கத்தக்க எரிசக்தி பற்றி அறிந்துகொள்வதில் அவர் மிகுந்த ஆர்வம் கொண்டுள்ளார். (Pudhuppikkathakka erisakhthi pattri arindhukolvadhil avar migundha aarvam kondullar.),उनकी अक्षय ऊर्जा (renewable energy) के बारे में जानने में बहुत रुचि है। (Unki renewable energy ke baare mein jaane mein bahut ruchi hai.)
Day 77,Intermediate,I'm not sure if I'll be able to attend the wedding next month.,அடுத்த மாதம் திருமணத்தில் என்னால் கலந்து கொள்ள முடியுமா என்று தெரியவில்லை. (Adhutha maadham thirumanathil ennal kalandhu kolla mudiyuma endru theriyavillai.),मुझे यकीन नहीं है कि मैं अगले महीने शादी में शामिल हो पाऊंगा या नहीं। (Mujhe yakeen nahi hai ki main agle mahine shaadi mein shaamil ho paunga ya nahi.)
Day 77,Intermediate,Could you please tell me where the nearest grocery store is?,அருகிலுள்ள மளிகைக் கடை எங்கே இருக்கிறது என்று தயவுசெய்து சொல்ல முடியுமா? (Arugilulla maligaik kadai engay irukkiradhu endru thayavuseidhu solla mudiyuma?),क्या आप कृपया मुझे बता सकते हैं कि पास की किराने की दुकान कहाँ है? (Kya aap kripya mujhe bata sakte hain ki paas ki kirane ki dukaan kahan hai?)
Day 77,Intermediate,I've been meaning to clean out my garage for weeks.,பல வாரங்களாக என் கேரேஜைச் சுத்தம் செய்ய வேண்டும் என்று நினைத்துக் கொண்டிருந்தேன். (Pala vaarangalaaga en garage-ais suththam seiya vendum endru ninaithuk kondirundhen.),मैं हफ्तों से अपने गैरेज की सफाई करने की सोच रहा था। (Main hafton se apne garage ki safai karne ki soch raha था।)
Day 77,Intermediate,Please make sure that you have saved all your work.,உங்கள் வேலைகள் அனைத்தையும் சேமித்துவிட்டதை உறுதி செய்யவும். (Ungal velaigal anaithaiyum semiththuvittadhai urudhi seiyavum.),कृपया सुनिश्चित करें कि आपने अपना सारा काम सेव (सुरक्षित) कर लिया है। (Kripya sunishchit karen ki aapne apna saara kaam save kar liya hai.)
Day 77,Intermediate,I think it's better to leave now to avoid the evening traffic.,மாலை நேரப் போக்குவரத்தைத் தவிர்க்க இப்போதே கிளம்புவது நல்லது என்று நினைக்கிறேன். (Maalai nerap pokkuvaraththaith thavirkka ippoadhae kilambuvadhu nalladhu endru ninaikkiren.),मुझे लगता है कि शाम के ट्रैफिक से बचने के लिए अभी निकलना बेहतर है। (Mujhe lagta hai ki shaam ke traffic se bachne ke liye abhi nikalna behtar hai.)
Day 78,Intermediate,I really appreciate you helping me move into my new apartment.,நான் புதிய அப்பார்ட்மெண்டிற்கு மாற உதவியதற்கு உங்களுக்கு மிகவும் நன்றி. (Naan pudhiya apartment-irkku maara udhaviyadharku ungalukku migavum nandri.),मेरे नए अपार्टमेंट में शिफ्ट होने में मेरी मदद करने के लिए मैं वास्तव में आपकी सराहना करता हूँ। (Mere naye apartment mein shift hone mein meri madad karne ke liye main vaastav mein aapki saraahna karta hoon.)
Day 78,Intermediate,What do you think is the best way to handle a difficult customer?,ஒரு கடினமான வாடிக்கையாளரை எப்படிக் கையாளுவது என்று நீங்கள் நினைக்கிறீர்கள்? (Oru kadinamaana vaadikkaiyaalarai eppadik kaiyaaluvadhu endru neengal ninaikkireergal?),आपके अनुसार एक कठिन ग्राहक को संभालने का सबसे अच्छा तरीका क्या है? (Aapke anusar ek kathin grahak ko sambhalne ka sabse accha tareeka kya hai?)
Day 78,Intermediate,I prefer to listen to music while I am working out.,உடற்பயிற்சி செய்யும்போது இசை கேட்பதையே நான் விரும்புகிறேன். (Udarpayirchi seiyumpodhu isai ketpadhaiyae naan virumbugiren.),वर्कआउट करते समय मैं संगीत सुनना पसंद करता हूँ। (Workout karte samay main sangeet sunna pasand karta hoon.)
Day 78,Intermediate,She’s been feeling a bit overwhelmed with her household chores.,வீட்டு வேலைகளால் அவர் சற்று மன அழுத்தமாக உணர்கிறார். (Veettu velaigalaal avar satru mana azhuththamaaga unargiraar.),वह घर के कामों से थोड़ा परेशान (overwhelmed) महसूस कर रही हैं। (Wah ghar ke kaamon se thoda pareshan mehsoos kar rahi hain.)
Day 78,Intermediate,"I’ll be there in about fifteen minutes, depending on the bus.",பேருந்தைப் பொறுத்து நான் சுமார் பதினைந்து நிமிடங்களில் அங்கு வந்துவிடுவேன். (Perundhaip poruththu naan sumaar padhinaindhu nimidangalil angu vandhuviduven.),"बस के आधार पर, मैं लगभग पंद्रह मिनट में वहां पहुंच जाऊंगा। (Bus ke aadhar par, main lagbhag pandrah minute mein wahan pahunch jaunga.)"
Day 79,Intermediate,I'm planning to go to the public library this afternoon.,இன்று மதியம் பொது நூலகத்திற்குச் செல்லத் திட்டமிட்டுள்ளேன். (Indru madhiyam podhu noolagathirkku sella thittamittullen.),मैं आज दोपहर सार्वजनिक पुस्तकालय (library) जाने की योजना बना रहा हूँ। (Main aaj dopahar saarvajanik pustakalay jaane ki yojna bana raha hoon.)
Day 79,Intermediate,Have you ever tried any online courses for professional development?,தொழில்முறை முன்னேற்றத்திற்காக ஏதேனும் ஆன்லைன் படிப்புகளை முயற்சி செய்துள்ளீர்களா? (Thozhilmurai munnetrathirkaga edhenum online padippugalai muyarchi seidhulleergala?),क्या आपने पेशेवर विकास (professional development) के लिए कभी कोई ऑनलाइन कोर्स आज़माया है? (Kya aapne peshewar vikas ke liye kabhi koi online course aajmaya hai?)
Day 79,Intermediate,I was just about to send an email when my computer crashed.,என் கணினி பழுதானபோது நான் மின்னஞ்சல் அனுப்பத் தயாராக இருந்தேன். (En kanini pazhudhaanapodhu naan minnanjal anuppath thayaaraaga irundhen.),"जब मेरा कंप्यूटर क्रैश हुआ, मैं बस एक ईमेल भेजने ही वाला था। (Jab mera computer crash hua, main bas ek email bhejne hi wala tha.)"
Day 79,Intermediate,It's not always easy to keep your workspace organized.,உங்கள் வேலை செய்யும் இடத்தை எப்போதும் ஒழுங்காக வைத்திருப்பது எளிதல்ல. (Ungal velai seiyum idaththai eppodhum ozhungaga vaiththiruppadhu elidhalla.),अपने कार्यक्षेत्र (workspace) को व्यवस्थित रखना हमेशा आसान नहीं होता। (Apne workspace ko vyavasthit rakhna hamesha aasaan nahi hota.)
Day 79,Intermediate,I don't really have a preference for any particular brand of coffee.,எனக்குக் குறிப்பிட்ட காபி பிராண்ட் மீது எந்த விருப்பமும் இல்லை. (Enakkuk kurippitta coffee brand meedhu endha viruppamum illai.),मुझे वास्तव में कॉफी के किसी विशेष ब्रांड के लिए कोई पसंद नहीं है। (Mujhe vaastav mein coffee ke kisi vishesh brand ke liye koi pasand nahi hai.)
Day 80,Intermediate,I’ll give you a call once I've had a chance to look at the menu.,உணவகப் பட்டியலைப் (menu) பார்க்க எனக்கு வாய்ப்பு கிடைத்தவுடன் நான் உங்களுக்கு அழைக்கிறேன். (Unavagap pattiyalaip paarkka enakku vaaippu kidaithavudan naan ungalukku azhaikkiren.),"एक बार जब मुझे मेनू देखने का मौका मिल जाएगा, तो मैं आपको कॉल करूँगा। (Ek baar jab mujhe menu dekhne ka mauka mil jayega, toh main aapko call karunga.)"
Day 80,Intermediate,What kind of music do you usually listen to in the car?,காரில் செல்லும்போது வழக்கமாக எந்த வகையான இசையைக் கேட்பீர்கள்? (Kaaril sellumpodhu vazhakkamaaga endha vagaiyaana isaiyaik ketpeergal?),कार में आप आमतौर पर किस तरह का संगीत सुनते हैं? (Car mein aap aamtor par kis tarah ka sangeet sunte hain?)
Day 80,Intermediate,I'm looking for a thank-you gift for my teacher.,எனது ஆசிரியருக்காக ஒரு நன்றியறிதல் பரிசைத் தேடுகிறேன். (Enadhu aasiriyarukkaaga oru nandriyarithal parisaith thedugiren.),मैं अपने शिक्षक के लिए धन्यवाद उपहार (thank-you gift) ढूंढ रहा हूँ। (Main apne shikshak ke liye thank-you gift dhoond raha hoon.)
Day 80,Intermediate,It's important to keep your software updated for security reasons.,பாதுகாப்பு காரணங்களுக்காக உங்கள் மென்பொருளைப் (software) புதுப்பித்து வைத்திருப்பது முக்கியம். (Paadhukaappu kaaranangalkkaaga ungal software-aip pudhuppiththu vaithiruppadhu mukkiyam.),सुरक्षा कारणों से अपने सॉफ्टवेयर को अपडेट रखना महत्वपूर्ण है। (Suraksha kaarnon se apne software ko update rakhna mahatvapoorn hai.)
Day 80,Intermediate,I haven't had the chance to visit the new botanical garden yet.,புதிய தாவரவியல் பூங்காவிற்குச் செல்ல எனக்கு இன்னும் வாய்ப்பு கிடைக்கவில்லை. (Pudhiya dhaavaraviyal poongaavirku sella enakku innum vaaippu kidaikkavillai.),मुझे अभी तक नए बॉटनिकल गार्डन जाने का मौका नहीं मिला है। (मुझे अभी तक नए बॉटनिकल गार्डन जाने का मौका नहीं मिला है।)
Day 81,Intermediate,I was just wondering if you could help me with this heavy suitcase.,இந்த கனமான சூட்கேஸைத் தூக்க எனக்கு உதவ முடியுமா என்று அறிய விரும்பினேன். (Indha kanamaana suitcase-ai thookka enakku udhava mudiyuma endru ariya virumbinen.),मैं बस यह सोच रहा था कि क्या आप इस भारी सूटकेस में मेरी मदद कर सकते हैं। (Main bas yeh soch raha tha ki kya aap is bhaari suitcase mein meri madad kar sakte hain.)
Day 81,Intermediate,Could you please let me know if the price includes the delivery charges?,விலையில் டெலிவரி கட்டணமும் அடங்குமா என்று எனக்குத் தெரிவிக்க முடியுமா? (Vilaiyil delivery kattanamum adanguma endru enakkuth therivikka mudiyuma?),क्या आप कृपया मुझे बता सकते हैं कि क्या कीमत में डिलीवरी शुल्क शामिल है? (Kya aap kripya mujhe bata sakte hain ki kya keemat mein delivery shulk shaamil hai?)
Day 81,Intermediate,I have been trying to spend less time on my phone before bed.,தூங்குவதற்கு முன் போனில் செலவிடும் நேரத்தைக் குறைக்க முயற்சி செய்கிறேன். (Thoonguvadharku mun phone-il selavidum neraththaik kuraikka muyarchi seigiren.),मैं सोने से पहले फोन पर कम समय बिताने की कोशिश कर रहा हूँ। (Main sone se pehle phone par kam samay bitaane ki koshish kar raha hoon.)
Day 81,Intermediate,It is much more convenient to book your tickets online.,ஆன்லைனில் டிக்கெட் முன்பதிவு செய்வது மிகவும் வசதியானது. (Online-il ticket munpadhivu seivadhu migavum vasadhiyaanadhu.),ऑनलाइन टिकट बुक करना बहुत अधिक सुविधाजनक है। (Online ticket book karna bahut adhik suvidhajanakk hai.)
Day 81,Intermediate,We should check the expiry date before buying the milk.,பால் வாங்குவதற்கு முன் அதன் காலாவதி தேதியைச் சரிபார்க்க வேண்டும். (Paal vaanguvadharku mun adhan kaalaavadhi thedhiyais saripaarkka vendum.),दूध खरीदने से पहले हमें उसकी एक्सपायरी डेट चेक कर लेनी चाहिए। (Doodh khareedne se pehle humein uski expiry date check kar leni chahiye.)
Day 82,Intermediate,I am not sure if I can complete the marathon this year.,இந்த ஆண்டு என்னால் மாரத்தான் ஓட்டத்தை முடிக்க முடியுமா என்று தெரியவில்லை. (Indha aandhu ennaal marathon ottathai mudikka mudiyuma endru theriyavillai.),मुझे यकीन नहीं है कि मैं इस साल मैराथन पूरी कर पाऊंगा या नहीं। (Mujhe yakeen nahi hai ki main is saal marathon poori kar paunga ya nahi.)
Day 82,Intermediate,Do you have any tips on how to improve concentration while studying?,படிக்கும்போது கவனத்தை மேம்படுத்த உங்களிடம் ஏதேனும் வழிகள் உள்ளதா? (Padikkumpodhu gavanathai mempaduththa ungalidamedhenum vazhigal ulladha?),क्या आपके पास पढ़ाई के दौरान एकाग्रता सुधारने के लिए कोई सुझाव हैं? (Kya aapke paas padhai ke dauran ekagrata sudhaarne ke liye koi sujhaav hain?)
Day 82,Intermediate,I prefer to take the stairs instead of the elevator for exercise.,உடற்பயிற்சிக்காக லிஃப்டிற்குப் பதில் படிக்கட்டுகளைப் பயன்படுத்தவே விரும்புகிறேன். (Udarpayirchikkaaga lift-irkup badhil padikkattugalaip payanpaduththavae virumbugiren.),मैं व्यायाम के लिए लिफ्ट के बजाय सीढ़ियों का उपयोग करना पसंद करता हूँ। (Main vyayam ke liye lift ke bajaye seedhiyon ka upyog karna pasand karta hoon.)
Day 82,Intermediate,We need to confirm the venue for the meeting tomorrow.,நாளை நடைபெறும் கூட்டத்திற்கான இடத்தை நாம் உறுதி செய்ய வேண்டும். (Naalai nadaiperum koottaththirkaana idaththai naam urudhi seiya vendum.),हमें कल की मीटिंग के लिए जगह (venue) की पुष्टि करनी होगी। (Humein kal ki meeting ke liye jagah ki pushti karni hogi.)
Day 82,Intermediate,He has been feeling much more confident since he got the promotion.,பதவி உயர்வு கிடைத்ததில் இருந்து அவர் அதிக தன்னம்பிக்கையுடன் உணர்கிறார். (Padhavi uyarvu kidaithadhil irundhu avar adhiga thannambikkaiyudan unargiraar.),प्रमोशन मिलने के बाद से वह काफी आत्मविश्वास महसूस कर रहे हैं। (Promotion milne ke baad se wah kaafi aatmavishwas mehsoos kar rahe hain.)
Day 83,Intermediate,I am thinking of painting my bedroom a light blue color.,என் படுக்கையறைக்கு வெளிர் நீல நிறம் பூசலாம் என்று நினைக்கிறேன். (En padukkaiyaraikku velir neela niram poosalaam endru ninaikkiren.),मैं अपने बेडरूम को हल्के नीले रंग में पेंट करने की सोच रहा हूँ। (Main apne bedroom ko halke neele rang mein paint karne ki soch raha hoon.)
Day 83,Intermediate,Could you please show me how to use the coffee machine?,காபி மெஷினை எப்படிப் பயன்படுத்துவது என்று எனக்குக் காட்ட முடியுமா? (Coffee machine-ai eppadip payanpaduththuvadhu endru enakkuk kaatta mudiyuma?),क्या आप कृपया मुझे दिखा सकते हैं कि कॉफी मशीन का उपयोग कैसे करें? (Kya aap kripya mujhe dikha sakte hain ki coffee machine ka upyog kaise karen?)
Day 83,Intermediate,"It has been a very busy week, but we managed to finish everything.","இது மிகவும் பரபரப்பான வாரம், ஆனால் அனைத்தையும் முடித்துவிட்டோம். (Idhu migavum paraparappaana vaaram, aanaal anaithaiyum mudiththuvittoam.)","यह बहुत व्यस्त हफ्ता रहा है, लेकिन हमने सब कुछ पूरा कर लिया। (Yeh bahut vyast hafta raha hai, lekin humne sab kuch poora kar liya.)"
Day 83,Intermediate,Please remind me to pick up my clothes from the dry cleaner.,டிரை கிளீனரிடமிருந்து என் துணிகளை வாங்க எனக்கு நினைவுபடுத்துங்கள். (Dry cleaner-idamirundhu en thunigalai vaanga enakku ninaivupaduthungal.),कृपया मुझे ड्राई क्लीनर से अपने कपड़े लाने की याद दिलाना। (Kripya mujhe dry cleaner se apne kapde laane ki yaad dilana.)
Day 83,Intermediate,I think it's better to stay calm even in a difficult situation.,கடினமான சூழ்நிலையிலும் அமைதியாக இருப்பது நல்லது என்று நினைக்கிறேன். (Kadinamaana suzhnilaiyilum amaidhiyaaga iruppadhu nalladhu endru ninaikkiren.),मुझे लगता है कि कठिन परिस्थिति में भी शांत रहना बेहतर है। (Mujhe lagta hai ki kathin paristhiti mein bhi shaant rehna behtar hai.)
Day 84,Intermediate,I didn't mean to make you feel uncomfortable.,உங்களைச் சங்கடப்படுத்த வேண்டும் என்பது என் எண்ணமல்ல. (Ungalais sangadappaduththa vendum enbadhu en ennamalla.),मेरा इरादा आपको असहज महसूस कराने का नहीं था। (Mera irada aapko asahaj mehsoos karaane ka nahi tha.)
Day 84,Intermediate,She is very good at organizing events and managing budgets.,நிகழ்ச்சிகளை ஏற்பாடு செய்வதிலும் பட்ஜெட்டை நிர்வகிப்பதிலும் அவர் சிறந்தவர். (Nigazhchigalai erpaadu seivadhilum budget-ai nirvagippadhilum avar sirandhavar.),वह कार्यक्रमों के आयोजन और बजट प्रबंधन में बहुत अच्छी है। (Wah karyakramon ke aayojan aur budget prabandhan mein bahut acchi hai.)
Day 84,Intermediate,I'll be waiting for you near the main gate of the park.,பூங்காவின் பிரதான நுழைவாயிலுக்கு அருகில் நான் காத்திருப்பேன். (Poongaavin pradhaana nuzhaivaayilukku arugil naan kaathiruppen.),मैं पार्क के मुख्य गेट के पास आपका इंतज़ार करूँगा। (Main park ke mukhya gate ke paas aapka intezaar karunga.)
Day 84,Intermediate,Could you please speak a little louder? I can't hear you.,தயவுசெய்து இன்னும் கொஞ்சம் சத்தமாகப் பேச முடியுமா? எனக்குக் கேட்கவில்லை. (Thayavuseidhu innum konjam saththamaagap pesa mudiyuma? enakkuk ketkavillai.),क्या आप कृपया थोड़ा ज़ोर से बोल सकते हैं? मुझे आपकी आवाज़ नहीं आ रही। (Kya aap kripya thoda zor se bol sakte hain? Mujhe aapki awaaz nahi aa rahi.)
Day 84,Intermediate,I think we should carry an extra battery for the camera.,கேமராவிற்கு ஒரு கூடுதல் பேட்டரியை எடுத்துச் செல்ல வேண்டும் என்று நினைக்கிறேன். (Camera-virku oru koodudhal battery-ai eduththuch sella vendum endru ninaikkiren.),मुझे लगता है कि हमें कैमरे के लिए एक अतिरिक्त बैटरी साथ रखनी चाहिए। (Mujhe lagta hai ki humein camera ke liye ek atirikt battery saath rakhni chahiye.)
Day 85,Intermediate,I was just about to pay the bill when I realized I forgot my wallet.,பணப்பையை மறந்துவிட்டதை உணர்ந்தபோது நான் பில் கட்டத் தயாராக இருந்தேன். (Panappaiyai marandhuvittadhai unarndhapodhu naan bill kattath thayaaraaga irundhen.),"जब मुझे एहसास हुआ कि मैं अपना बटुआ भूल गया हूँ, मैं बस बिल भरने ही वाला था। (Jab mujhe ehsaas hua ki main apna batua bhool gaya hoon, main bas bill bharne hi wala tha.)"
Day 85,Intermediate,It takes about ten minutes to walk from my house to the bus stop.,என் வீட்டிலிருந்து பேருந்து நிறுத்தத்திற்கு நடக்க சுமார் பத்து நிமிடங்கள் ஆகும். (En veettilirundhu perundhu niruththaththirku nadakka sumaar pathu nimidangal aagum.),मेरे घर से बस स्टॉप तक पैदल जाने में लगभग दस मिनट लगते हैं। (Mere ghar se bus stop tak paidal jaane mein lagbhag das minute lagte hain.)
Day 85,Intermediate,"I have already seen that exhibition twice, but I can go again.","நான் ஏற்கனவே அந்த கண்காட்சியை இருமுறை பார்த்துவிட்டேன், ஆனாலும் வரலாம். (Naan erkanave andha kangaatchiyai irumurai paarththuvitten, aanaalum varalaam.)","मैंने वह प्रदर्शनी पहले ही दो बार देख ली है, लेकिन मैं फिर से जा सकता हूँ। (Maine wah pradarshani pehle hi do baar dekh li hai, lekin main phir se ja sakta hoon.)"
Day 85,Intermediate,She has been working as a sales representative for three years.,அவர் மூன்று ஆண்டுகளாக விற்பனைப் பிரதிநிதியாகப் பணியாற்றி வருகிறார். (Avar moondru aandugalaaga virpanaip pradhinidhiyaagap paniyaattri varugiraar.),वह तीन साल से सेल्स रिप्रेजेंटेटिव के रूप में काम कर रही हैं। (Wah teen saal se sales representative ke roop mein kaam kar rahi hain.)
Day 85,Intermediate,I'll let you know as soon as the meeting is over.,கூட்டம் முடிந்தவுடன் உங்களுக்குத் தெரிவிக்கிறேன். (Koottam mudindhavudan ungalukkuth therivikkiren.),मीटिंग खत्म होते ही मैं आपको बता दूँगा। (Meeting khatam hote hi main aapko bata doonga.)
Day 86,Intermediate,I don't think it's fair to expect everyone to work late.,அனைவரும் தாமதமாக வேலை செய்ய வேண்டும் என்று எதிர்பார்ப்பது சரியல்ல. (Anaivarum thaamadhamaaga velai seiya vendum endru edhirpaarppadhu sariyalla.),मुझे नहीं लगता कि हर किसी से देर तक काम करने की उम्मीद करना उचित है। (Mujhe nahi lagta ki har kisi se der tak kaam karne ki ummeed karna uchit hai.)
Day 86,Intermediate,How much does it cost to fix a cracked phone screen?,உடைந்த போன் ஸ்கிரீனைச் சரிசெய்ய எவ்வளவு செலவாகும்? (Udaindha phone screen-ais sariseiya evvalavu selavaagum?),फोन की टूटी हुई स्क्रीन को ठीक करने में कितना खर्च आता है? (Phone ki tooti hui screen ko theek karne mein kitna kharch aata hai?)
Day 86,Intermediate,"I forgot to bring my sunglasses, so the sun is hurting my eyes.",வெயில் கண்ணாடியை மறந்ததால் சூரிய ஒளி என் கண்களைப் பாதிக்கிறது. (Veyil kannaadiyai marandhadhaal sooriya oli en kankalaip paadhikkiradhu.),"मैं अपना धूप का चश्मा लाना भूल गया, इसलिए सूरज की रोशनी मेरी आँखों को चुभ रही है। (Main apna dhoop ka chashma laana bhool gaya, isliye suraj ki roshni meri aankhon ko chubh rahi hai.)"
Day 86,Intermediate,We should definitely try that new bakery around the corner.,அந்த முனையிலுள்ள புதிய பேக்கரியை நாம் கண்டிப்பாக முயற்சி செய்ய வேண்டும். (Andha munaiyilulla pudhiya bakery-ai naam kandippaaga muyarchi seiya vendum.),हमें कोने वाली उस नई बेकरी को जरूर आज़माना चाहिए। (Humein kone wali us nayi bakery ko zaroor aazmaana chahiye.)
Day 86,Intermediate,He is very interested in learning about digital marketing.,டிஜிட்டல் மார்க்கெட்டிங் பற்றி அறிந்துகொள்வதில் அவர் மிகுந்த ஆர்வம் கொண்டுள்ளார். (Digital marketing pattri arindhukolvadhil avar migundha aarvam kondullaar.),उनकी डिजिटल मार्केटिंग के बारे में जानने में बहुत रुचि है। (Unki digital marketing ke baare mein jaane mein bahut ruchi hai.)
Day 87,Intermediate,I'm not sure if I'll be able to come to the party tonight.,இன்று இரவு விருந்துக்கு என்னால் வர முடியுமா என்று தெரியவில்லை. (Indru iravu virundhukku ennaal vara mudiyuma endru theriyavillai.),मुझे यकीन नहीं है कि मैं आज रात पार्टी में आ पाऊंगा या नहीं। (Mujhe yakeen nahi hai ki main aaj raat party mein aa paunga ya nahi.)
Day 87,Intermediate,Could you please tell me where the nearest gas station is?,அருகிலுள்ள பெட்ரோல் பங்க் எங்கே இருக்கிறது என்று தயவுசெய்து சொல்ல முடியுமா? (Arugilulla petrol bunk engay irukkiradhu endru thayavuseidhu solla mudiyuma?),क्या आप कृपया मुझे बता सकते हैं कि पास का पेट्रोल पंप कहाँ है? (Kya aap kripya mujhe bata sakte hain ki paas ka petrol pump kahan hai?)
Day 87,Intermediate,I've been meaning to start exercising for a long time.,நீண்ட காலமாக உடற்பயிற்சி செய்ய வேண்டும் என்று நினைத்துக் கொண்டிருந்தேன். (Neenda kaalamaaga udarpayirchi seiya vendum endru ninaiththuk kondirundhen.),मैं काफी समय से व्यायाम शुरू करने की सोच रहा था। (Main kaafi samay se vyayam shuru karne ki soch raha tha.)
